"series_id","series_label","year","date","growth_rate","index_value","population","anchor_year","anchor_index_value","index_vs_anchor_100","is_anchor_year"
"gdp","Real GDP",1986,1986-12-31,0.0651034489312976,68554.3865984181,17590455,2025,38677.8871053934,177.244393964991,FALSE
"gdp","Real GDP",1987,1987-12-31,0.0358165006636406,71009.7648315158,18061452,2025,38677.8871053934,183.592667919065,FALSE
"gdp","Real GDP",1988,1988-12-31,0.0582136834783051,75143.5048052865,18542449,2025,38677.8871053934,194.280273378243,FALSE
"gdp","Real GDP",1989,1989-12-31,-0.0856988188175155,68703.7952016652,19025297,2025,38677.8871053934,177.630683430184,FALSE
"gdp","Real GDP",1990,1990-12-31,0.064679407561735,73147.5159725516,19501849,2025,38677.8871053934,189.119730799234,FALSE
"gdp","Real GDP",1991,1991-12-31,0.0972988794112739,80264.6873083992,19972039,2025,38677.8871053934,207.520868680561,FALSE
"gdp","Real GDP",1992,1992-12-31,0.0606047326906214,85129.107227221,20441298,2025,38677.8871053934,220.097615454672,FALSE
"gdp","Real GDP",1993,1993-12-31,0.0027538806723566,85363.542630269,20909727,2025,38677.8871053934,220.703738023905,FALSE
"gdp","Real GDP",1994,1994-12-31,-0.0234950788424259,83357.9194659021,21377426,2025,38677.8871053934,215.518286298215,FALSE
"gdp","Real GDP",1995,1995-12-31,0.0395166276209111,86651.9433286901,21844496,2025,38677.8871053934,224.034842163359,FALSE
"gdp","Real GDP",1996,1996-12-31,-0.00197837378028209,86480.5133959981,22311094,2025,38677.8871053934,223.591617505753,FALSE
"gdp","Real GDP",1997,1997-12-31,0.0637093151973625,91990.1276823735,22784025,2025,38677.8871053934,237.836486340915,FALSE
"gdp","Real GDP",1998,1998-12-31,0.00294055160519591,92260.629399992,23246657,2025,38677.8871053934,238.535856802599,FALSE
"gdp","Real GDP",1999,1999-12-31,-0.000597045814640996,92205.5455773526,23710809,2025,38677.8871053934,238.393439967653,FALSE
"gdp","Real GDP",2000,2000-12-31,0.0368694416687683,95605.1125615538,24310896,2025,38677.8871053934,247.182872996757,FALSE
"gdp","Real GDP",2001,2001-12-31,0.033942361077907,98850.175813012,24765581,2025,38677.8871053934,255.572843324288,FALSE
"gdp","Real GDP",2002,2002-12-31,-0.0885564735286779,90096.3528353218,25219910,2025,38677.8871053934,232.940213589791,FALSE
"gdp","Real GDP",2003,2003-12-31,-0.0775530004959881,83109.1103391974,25673550,2025,38677.8871053934,214.875001089727,FALSE
"gdp","Real GDP",2004,2004-12-31,0.182866066891245,98306.9464697569,26127351,2025,38677.8871053934,254.168347412257,FALSE
"gdp","Real GDP",2005,2005-12-31,0.10317882978425,108450.142166169,26577423,2025,38677.8871053934,280.39314006645,FALSE
"gdp","Real GDP",2006,2006-12-31,0.0987227438543281,119156.637772205,27030656,2025,38677.8871053934,308.07432021174,FALSE
"gdp","Real GDP",2007,2007-12-31,0.0875348519522348,129586.996418722,27483208,2025,38677.8871053934,335.041560221763,FALSE
"gdp","Real GDP",2008,2008-12-31,0.0327640830861964,133832.795536275,27934783,2025,38677.8871053934,346.018889738196,FALSE
"gdp","Real GDP",2009,2009-12-31,-0.0409585869965426,128351.193337312,28384132,2025,38677.8871053934,331.846444940407,FALSE
"gdp","Real GDP",2010,2010-12-31,-0.00662008013227904,127501.498152346,28830996,2025,38677.8871053934,329.649594883291,FALSE
"gdp","Real GDP",2011,2011-12-31,0.0272894288369523,130980.941212779,29271530,2025,38677.8871053934,338.645544043988,FALSE
"gdp","Real GDP",2012,2012-12-31,0.0424330003030559,136538.855530955,29709666,2025,38677.8871053934,353.015290517034,FALSE
"gdp","Real GDP",2013,2013-12-31,0.00077713313674451,136644.964400041,30143256,2025,38677.8871053934,353.289630397072,FALSE
"gdp","Real GDP",2014,2014-12-31,-0.0230580718252338,133494.194996349,30138526,2025,38677.8871053934,345.143452724267,FALSE
"gdp","Real GDP",2015,2015-12-31,-0.0386872096794752,128329.677083532,30596024,2025,38677.8871053934,331.790815599224,FALSE
"gdp","Real GDP",2016,2016-12-31,-0.169780174269073,106541.842144396,30787910,2025,38677.8871053934,275.45931310591,FALSE
"gdp","Real GDP",2017,2017-12-31,-0.144201072173824,91178.3942758,30587378,2025,38677.8871053934,235.737784815773,FALSE
"gdp","Real GDP",2018,2018-12-31,-0.213958685796314,71669.9848635317,29829092,2025,38677.8871053934,185.299638184056,FALSE
"gdp","Real GDP",2019,2019-12-31,-0.289914582952342,50891.8110916202,28958968,2025,38677.8871053934,131.578570858706,FALSE
"gdp","Real GDP",2020,2020-12-31,-0.332038127240288,33993.7894448921,28464595,2025,38677.8871053934,87.8894686058274,FALSE
"gdp","Real GDP",2021,2021-12-31,0.0111060373799066,34371.3257411518,28258199,2025,38677.8871053934,88.865572329464,FALSE
"gdp","Real GDP",2022,2022-12-31,0.0742430767059921,36923.1587146388,28233366,2025,38677.8871053934,95.4632258324423,FALSE
"gdp","Real GDP",2023,2023-12-31,-0.00645454251743061,36684.8366168373,28321273,2025,38677.8871053934,94.8470543824557,FALSE
"gdp","Real GDP",2024,2024-12-31,0.047,38409.0239378286,28405543,2025,38677.8871053934,99.304865938431,FALSE
"gdp","Real GDP",2025,2025-12-31,0.007,38677.8871053934,28516896,2025,38677.8871053934,100,TRUE
"gdp_per_capita","Real GDP per capita",1830,1830-12-31,0,100,891857,2025,1209.63881763832,8.26693047063738,FALSE
"gdp_per_capita","Real GDP per capita",1831,1831-12-31,0.174549162490242,117.454916249024,916913,2025,1209.63881763832,9.70991626065218,FALSE
"gdp_per_capita","Real GDP per capita",1832,1832-12-31,-0.0445142527121556,112.22649842483,944636,2025,1209.63881763832,9.27768659441165,FALSE
"gdp_per_capita","Real GDP per capita",1833,1833-12-31,-0.031294576338277,108.714417702697,975153,2025,1209.63881763832,8.98734532304026,FALSE
"gdp_per_capita","Real GDP per capita",1834,1834-12-31,-0.000541160481756009,108.655585756039,1006655,2025,1209.63881763832,8.98248172691552,FALSE
"gdp_per_capita","Real GDP per capita",1835,1835-12-31,0.0134144745452165,110.113143345359,1039176,2025,1209.63881763832,9.1029769993941,FALSE
"gdp_per_capita","Real GDP per capita",1836,1836-12-31,0.339094249710556,147.451877071324,1072746,2025,1209.63881763832,12.1897441551361,FALSE
"gdp_per_capita","Real GDP per capita",1837,1837-12-31,-0.0519047598645148,139.798422800365,1107401,2025,1209.63881763832,11.5570384119538,FALSE
"gdp_per_capita","Real GDP per capita",1838,1838-12-31,-0.0628826201511519,131.00753168168,1143176,2025,1209.63881763832,10.8303015554227,FALSE
"gdp_per_capita","Real GDP per capita",1839,1839-12-31,0.159481836825306,151.900853472223,1174262,2025,1209.63881763832,12.5575379408534,FALSE
"gdp_per_capita","Real GDP per capita",1840,1840-12-31,-0.0310521902804226,147.183999266445,1200461,2025,1209.63881763832,12.1675988832604,FALSE
"gdp_per_capita","Real GDP per capita",1841,1841-12-31,0.151190738344431,169.436856788025,1221565,2025,1209.63881763832,14.0072271422995,FALSE
"gdp_per_capita","Real GDP per capita",1842,1842-12-31,0.0755233520423744,182.233296172181,1237361,2025,1209.63881763832,15.0650998889049,FALSE
"gdp_per_capita","Real GDP per capita",1843,1843-12-31,-0.185859151430987,148.363570383147,1247627,2025,1209.63881763832,12.2651132073299,FALSE
"gdp_per_capita","Real GDP per capita",1844,1844-12-31,0.0999641199386985,163.194604127462,1257979,2025,1209.63881763832,13.4911844550492,FALSE
"gdp_per_capita","Real GDP per capita",1845,1845-12-31,0.0486765563906637,171.138355477924,1268416,2025,1209.63881763832,14.1478888559522,FALSE
"gdp_per_capita","Real GDP per capita",1846,1846-12-31,0.0455875409372277,178.940132264204,1278941,2025,1209.63881763832,14.7928563183483,FALSE
"gdp_per_capita","Real GDP per capita",1847,1847-12-31,-0.219709139526066,139.625349777755,1289552,2025,1209.63881763832,11.5427305855112,FALSE
"gdp_per_capita","Real GDP per capita",1848,1848-12-31,0.0659227355362448,148.82983478531,1300251,2025,1209.63881763832,12.3036589612661,FALSE
"gdp_per_capita","Real GDP per capita",1849,1849-12-31,-0.0260391561413245,144.954431478848,1311796,2025,1209.63881763832,11.9832820644641,FALSE
"gdp_per_capita","Real GDP per capita",1850,1850-12-31,0.253631755888088,181.719478458587,1324201,2025,1209.63881763832,15.0226229357763,FALSE
"gdp_per_capita","Real GDP per capita",1851,1851-12-31,0.00263164695432661,182.197699970615,1339197,2025,1209.63881763832,15.0621571756712,FALSE
"gdp_per_capita","Real GDP per capita",1852,1852-12-31,-0.195770356647874,146.528791266945,1355122,2025,1209.63881763832,12.1134332935037,FALSE
"gdp_per_capita","Real GDP per capita",1853,1853-12-31,0.224138190686545,179.371489425005,1369679,2025,1209.63881763832,14.8285163149118,FALSE
"gdp_per_capita","Real GDP per capita",1854,1854-12-31,0.0368086336128233,185.973908859836,1384391,2025,1209.63881763832,15.3743337389692,FALSE
"gdp_per_capita","Real GDP per capita",1855,1855-12-31,0.0993048622322403,204.442022257953,1399259,2025,1209.63881763832,16.90107983283,FALSE
"gdp_per_capita","Real GDP per capita",1856,1856-12-31,-0.121200474437036,179.663552165422,1414283,2025,1209.63881763832,14.8526609385928,FALSE
"gdp_per_capita","Real GDP per capita",1857,1857-12-31,-0.135113394763816,155.388599717026,1429467,2025,1209.63881763832,12.8458674979036,FALSE
"gdp_per_capita","Real GDP per capita",1858,1858-12-31,0.229228754014678,191.008134818246,1444812,2025,1209.63881763832,15.7905096986857,FALSE
"gdp_per_capita","Real GDP per capita",1859,1859-12-31,-0.245898561522116,144.039509227417,1460319,2025,1209.63881763832,11.9076460780779,FALSE
"gdp_per_capita","Real GDP per capita",1860,1860-12-31,0.108107894966839,159.611317362049,1475991,2025,1209.63881763832,13.194956629589,FALSE
"gdp_per_capita","Real GDP per capita",1861,1861-12-31,0.208462897220273,192.884355008487,1491827,2025,1209.63881763832,15.945615517289,FALSE
