"country_code","country","region","series_id","series_label","episode_id","episode_label","phase","start_year","end_year","start_date","end_date","duration_years","average_growth","cumulative_growth","start_index_value","end_index_value","episode_index_end_100"
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",2,"1974-1975","contraction",1974,1975,1974-01-01,1975-01-01,1,-0.1064358007474,-0.1064358007474,1810668.813,1617948.828,89.35641992526
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",3,"1975-1978","expansion",1975,1978,1975-01-01,1978-01-01,3,0.11998241388732,0.402812472014721,1617948.828,2269678.795,140.281247201472
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",4,"1978-1979","contraction",1978,1979,1978-01-01,1979-01-01,1,-0.00349287089321393,-0.00349287089321393,2269678.795,2261751.1,99.6507129106786
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",5,"1979-1984","expansion",1979,1984,1979-01-01,1984-01-01,5,0.0558468640534631,0.311267383930973,2261751.1,2965760.448,131.126738393097
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",6,"1984-1985","contraction",1984,1985,1984-01-01,1985-01-01,1,-0.00336542622878755,-0.00336542622878755,2965760.448,2955779.4,99.6634573771212
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",7,"1985-2019","expansion",1985,2019,1985-01-01,2019-01-01,34,0.0927300962966134,18.4918073885749,2955779.4,57613482.7479176,1949.18073885749
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",8,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0464499909284702,-0.0464499909284702,57613482.7479176,54937336.9969192,95.355000907153
"BHR","Bahrain","Middle East and North Africa","maddison_gdp","Maddison GDP",9,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0343200426314743,0.0697598865602791,54937336.9969192,58769759.3937481,106.975988656028
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",1,"1952-1955","expansion",1952,1955,1952-01-01,1955-01-01,3,0.0898452409232884,0.274293181772608,5286154,6736110,127.429318177261
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",2,"1955-1956","contraction",1955,1956,1955-01-01,1956-01-01,1,-0.132392434209061,-0.132392434209061,6736110,5844300,86.7607565790939
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",3,"1956-1961","expansion",1956,1961,1956-01-01,1961-01-01,5,0.107167393807445,0.651108772650275,5844300,9649575,165.110877265027
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",4,"1961-1962","contraction",1961,1962,1961-01-01,1962-01-01,1,-0.00462642137088942,-0.00462642137088942,9649575,9604932,99.5373578629111
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",5,"1962-1966","expansion",1962,1966,1962-01-01,1966-01-01,4,0.0890771132588206,0.404612755197018,9604932,13491210,140.461275519702
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",6,"1966-1967","contraction",1966,1967,1966-01-01,1967-01-01,1,-0.01042678899817,-0.01042678899817,13491210,13350540,98.957321100183
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",7,"1967-1982","expansion",1967,1982,1967-01-01,1982-01-01,15,0.0522544779103265,1.13814518461426,13350540,28545392.813,213.814518461426
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",8,"1982-1983","contraction",1982,1983,1982-01-01,1983-01-01,1,-0.00173475412737878,-0.00173475412737878,28545392.813,28495873.575,99.8265245872621
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",9,"1983-1986","expansion",1983,1986,1983-01-01,1986-01-01,3,0.022267713940951,0.0681582415744559,28495873.575,30438102.21,106.815824157446
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",10,"1986-1988","contraction",1986,1988,1986-01-01,1988-01-01,2,-0.0215767644568251,-0.0426980962555878,30438102.21,29138453.192,95.7301903744412
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",11,"1988-1989","expansion",1988,1989,1988-01-01,1989-01-01,1,0.0129960827880859,0.0129960827880859,29138453.192,29517138.942,101.299608278809
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",12,"1989-1993","contraction",1989,1993,1989-01-01,1993-01-01,4,-0.212047267723772,-0.62472624712671,29517138.942,11077007.5048467,37.527375287329
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",13,"1993-2008","expansion",1993,2008,1993-01-01,2008-01-01,15,0.0892313238438925,2.31105927002351,11077007.5048467,36676628.3830426,331.105927002351
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",14,"2008-2012","contraction",2008,2012,2008-01-01,2012-01-01,4,-0.00899777743934255,-0.0355969980234426,36676628.3830426,35371050.5149849,96.4403001976557
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",15,"2012-2019","expansion",2012,2019,2012-01-01,2019-01-01,7,0.0300281335794749,0.229737971735102,35371050.5149849,43497123.9184374,122.97379717351
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",16,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0301513675169843,-0.0301513675169843,43497123.9184374,42185626.1492408,96.9848632483016
"BIH","Bosnia and Herzegovina","Eastern Europe","maddison_gdp","Maddison GDP",17,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0564411051873496,0.115762454314525,42185626.1492408,47069137.7690719,111.576245431452
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",1,"1973-1987","expansion",1973,1987,1973-01-01,1987-01-01,14,0.0312183373718499,0.480644364394685,77041354.565,114070847.462,148.064436439469
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",2,"1987-1988","contraction",1987,1988,1987-01-01,1988-01-01,1,-0.00364240553344208,-0.00364240553344208,114070847.462,113655355.176,99.6357594466558
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",3,"1988-1989","expansion",1988,1989,1988-01-01,1989-01-01,1,0.0656718359151822,0.0656718359151822,113655355.176,121119311.012,106.567183591518
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",4,"1989-1995","contraction",1989,1995,1989-01-01,1995-01-01,6,-0.0835003123979978,-0.410718736571384,121119311.012,71373340.6187548,58.9281263428616
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",5,"1995-2008","expansion",1995,2008,1995-01-01,2008-01-01,13,0.0631970196103808,1.20778553715165,71373340.6187548,157577029.156285,220.778553715165
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",6,"2008-2009","contraction",2008,2009,2008-01-01,2009-01-01,1,-0.00994278227883971,-0.00994278227883971,157577029.156285,156010275.063238,99.005721772116
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",7,"2009-2014","expansion",2009,2014,2009-01-01,2014-01-01,5,0.0299457277379142,0.157794760991134,156010275.063238,180627879.129003,115.779476099113
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",8,"2014-2016","contraction",2014,2016,2014-01-01,2016-01-01,2,-0.0318300049910027,-0.0626887219387349,180627879.129003,169304548.239901,93.7311278061265
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",9,"2016-2019","expansion",2016,2019,2016-01-01,2019-01-01,3,0.0237499933891179,0.0728800579211333,169304548.239901,181643473.521936,107.288005792113
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",10,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.00673000282407743,-0.00673000282407743,181643473.521936,180421012.432159,99.3269997175923
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",11,"2020-2021","expansion",2020,2021,2020-01-01,2021-01-01,1,0.0227300215183948,0.0227300215183948,180421012.432159,184521985.927112,102.273002151839
"BLR","Belarus","Eastern Europe","maddison_gdp","Maddison GDP",12,"2021-2022","contraction",2021,2022,2021-01-01,2022-01-01,1,-0.0474099788845889,-0.0474099788845889,184521985.927112,175773802.470565,95.2590021115411
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",1,"1900-1901","expansion",1900,1901,1900-01-01,1901-01-01,1,0.0434263931548926,0.0434263931548926,2479552,2587230,104.342639315489
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",2,"1901-1902","contraction",1901,1902,1901-01-01,1902-01-01,1,-0.0263617846113411,-0.0263617846113411,2587230,2519026,97.3638215388659
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",3,"1902-1913","expansion",1902,1913,1902-01-01,1913-01-01,11,0.0305255336434384,0.390387395763283,2519026,3502422,139.038739576328
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",4,"1913-1914","contraction",1913,1914,1913-01-01,1914-01-01,1,-0.0327736063786717,-0.0327736063786717,3502422,3387635,96.7226393621328
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",5,"1914-1920","expansion",1914,1920,1914-01-01,1920-01-01,6,0.033749671616393,0.218180825266004,3387635,4126752,121.8180825266
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",6,"1920-1921","contraction",1920,1921,1920-01-01,1921-01-01,1,-0.031759359418739,-0.031759359418739,4126752,3995689,96.8240640581261
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",7,"1921-1929","expansion",1921,1929,1921-01-01,1929-01-01,8,0.046836431593866,0.438955834650795,3995689,5749620,143.895583465079
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",8,"1929-1932","contraction",1929,1932,1929-01-01,1932-01-01,3,-0.0708508161185849,-0.198349282213433,5749620,4609187,80.1650717786567
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",9,"1932-1943","expansion",1932,1943,1932-01-01,1943-01-01,11,0.053266078233203,0.765554315761109,4609187,8137770,176.555431576111
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",10,"1943-1944","contraction",1943,1944,1943-01-01,1944-01-01,1,-0.00027943773294159,-0.00027943773294159,8137770,8135496,99.9720562267058
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",11,"1944-1945","expansion",1944,1945,1944-01-01,1945-01-01,1,0.0390392915195337,0.0390392915195337,8135496,8453100,103.903929151953
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",12,"1945-1947","contraction",1945,1947,1945-01-01,1947-01-01,2,-0.0177204466406183,-0.0351407176065586,8453100,8156052,96.4859282393441
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",13,"1947-1949","expansion",1947,1949,1947-01-01,1949-01-01,2,0.0622084476806508,0.127956516216424,8156052,9199672,112.795651621642
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",14,"1949-1950","contraction",1949,1950,1949-01-01,1950-01-01,1,-0.0946948643386417,-0.0946948643386417,9199672,8328510.308,90.5305135661358
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",15,"1950-1952","expansion",1950,1952,1950-01-01,1952-01-01,2,0.0590007232644618,0.120643465618918,8328510.308,9333290.655,112.064346561892
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",16,"1952-1953","contraction",1952,1953,1952-01-01,1953-01-01,1,-0.0947337327940527,-0.0947337327940527,9333290.655,8449113.192,90.5266267205947
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",17,"1953-1955","expansion",1953,1955,1953-01-01,1955-01-01,2,0.0368663068777157,0.0748482695910366,8449113.192,9081514.694,107.484826959104
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",18,"1955-1957","contraction",1955,1957,1955-01-01,1957-01-01,2,-0.0459898452272844,-0.0900414575709765,9081514.694,8263801.874,90.9958542429024
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",19,"1957-1958","expansion",1957,1958,1957-01-01,1958-01-01,1,0.0235708959350591,0.0235708959350591,8263801.874,8458587.088,102.357089593506
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",20,"1958-1959","contraction",1958,1959,1958-01-01,1959-01-01,1,-0.00323929714442162,-0.00323929714442162,8458587.088,8431187.211,99.6760702855578
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",21,"1959-1978","expansion",1959,1978,1959-01-01,1978-01-01,19,0.0531852443622862,1.67170013573074,8431187.211,22525604.016,267.170013573074
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",22,"1978-1980","contraction",1978,1980,1978-01-01,1980-01-01,2,-0.00480254061403823,-0.00960161671342419,22525604.016,22309321.8,99.0398383286576
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",23,"1980-1981","expansion",1980,1981,1980-01-01,1981-01-01,1,0.00915705290512236,0.00915705290512236,22309321.8,22513609.44,100.915705290512
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",24,"1981-1983","contraction",1981,1983,1981-01-01,1983-01-01,2,-0.0441694002865239,-0.0863881269319914,22513609.44,20568700.89,91.3611873068009
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",25,"1983-1984","expansion",1983,1984,1983-01-01,1984-01-01,1,0.0100743592951338,0.0100743592951338,20568700.89,20775917.373,101.007435929513
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",26,"1984-1986","contraction",1984,1986,1984-01-01,1986-01-01,2,-0.0194424032636816,-0.0386608330491264,20775917.373,19972703.1,96.1339166950874
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",27,"1986-2019","expansion",1986,2019,1986-01-01,2019-01-01,33,0.0423255786180659,2.91622443286083,19972703.1,78217587.8704953,391.622443286083
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",28,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0873799996526187,-0.0873799996526187,78217587.8704953,71382935.0695428,91.2620000347381
"BOL","Bolivia (Plurinational State of)","Latin America","maddison_gdp","Maddison GDP",29,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.046530013758785,0.0950139470013946,71382935.0695428,78165309.4790443,109.501394700139
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",1,"1820-1872","expansion",1820,1872,1820-01-01,1872-01-01,52,0.0289271496193643,1.9193020008092,3907569,11407374,291.93020008092
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",2,"1872-1873","contraction",1872,1873,1872-01-01,1873-01-01,1,-0.0111780327356673,-0.0111780327356673,11407374,11279862,98.8821967264333
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",3,"1873-1875","expansion",1873,1875,1873-01-01,1875-01-01,2,0.0340192954830983,0.0691955273920903,11279862,12060378,106.919552739209
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",4,"1875-1877","contraction",1875,1877,1875-01-01,1877-01-01,2,-0.0144651917286926,-0.0287369102361468,12060378,11713800,97.1263089763853
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",5,"1877-1879","expansion",1877,1879,1877-01-01,1879-01-01,2,0.0471798734252005,0.0961431815465519,11713800,12840002,109.614318154655
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",6,"1879-1880","contraction",1879,1880,1879-01-01,1880-01-01,1,-0.0281892479456,-0.0281892479456,12840002,12478052,97.18107520544
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",7,"1880-1882","expansion",1880,1882,1880-01-01,1882-01-01,2,0.035470218179356,0.0721481205559971,12478052,13378320,107.2148120556
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",8,"1882-1883","contraction",1882,1883,1882-01-01,1883-01-01,1,-0.009172302650856,-0.009172302650856,13378320,13255610,99.0827697349144
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",9,"1883-1884","expansion",1883,1884,1883-01-01,1884-01-01,1,0.0876832526002198,0.0876832526002198,13255610,14417905,108.768325260022
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",10,"1884-1885","contraction",1884,1885,1884-01-01,1885-01-01,1,-0.053069429990002,-0.053069429990002,14417905,13652755,94.6930570009998
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",11,"1885-1886","expansion",1885,1886,1885-01-01,1886-01-01,1,0.0515304054016936,0.0515304054016936,13652755,14356287,105.153040540169
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",12,"1886-1888","contraction",1886,1888,1886-01-01,1888-01-01,2,-0.0349618146930715,-0.0688877980775948,14356287,13367314,93.1112201922405
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",13,"1888-1891","expansion",1888,1891,1888-01-01,1891-01-01,3,0.0786047316858278,0.252976327181362,13367314,16748928,125.297632718136
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",14,"1891-1893","contraction",1891,1893,1891-01-01,1893-01-01,2,-0.12045822503607,-0.226475867589854,16748928,12955700,77.3524132410146
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",15,"1893-1895","expansion",1893,1895,1893-01-01,1895-01-01,2,0.118483393696201,0.242067970082666,12955700,16091860,124.206797008267
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",16,"1895-1896","contraction",1895,1896,1895-01-01,1896-01-01,1,-0.0696395568939824,-0.0696395568939824,16091860,14971230,93.0360443106018
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",17,"1896-1899","expansion",1896,1899,1896-01-01,1899-01-01,3,0.0203672755419124,0.0617310668528905,14971230,15895420,106.173106685289
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",18,"1899-1900","contraction",1899,1900,1899-01-01,1900-01-01,1,-0.0111606991196206,-0.0111606991196206,15895420,15718016,98.8839300880379
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",19,"1900-1906","expansion",1900,1906,1900-01-01,1906-01-01,6,0.0441424128044366,0.290494360102445,15718016,20284011,129.049436010245
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",20,"1906-1908","contraction",1906,1908,1906-01-01,1908-01-01,2,-0.00376487904412159,-0.00752691368585834,20284011,20131335,99.2473086314142
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",21,"1908-1911","expansion",1908,1911,1908-01-01,1911-01-01,3,0.067157265566348,0.212597773570407,20131335,24411212,121.259777357041
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",22,"1911-1912","contraction",1911,1912,1911-01-01,1912-01-01,1,-0.011066881890174,-0.011066881890174,24411212,24141056,98.8933118109826
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",23,"1912-1913","expansion",1912,1913,1912-01-01,1913-01-01,1,0.0251564803130402,0.0251564803130402,24141056,24748360,102.515648031304
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",24,"1913-1914","contraction",1913,1914,1913-01-01,1914-01-01,1,-0.0198282229610366,-0.0198282229610366,24748360,24257644,98.0171777038963
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",25,"1914-1917","expansion",1914,1917,1914-01-01,1917-01-01,3,0.0484359772403048,0.152006023338458,24257644,27944952,115.200602333846
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",26,"1917-1918","contraction",1917,1918,1917-01-01,1918-01-01,1,-0.02113422846459,-0.02113422846459,27944952,27354357,97.886577153541
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",27,"1918-1929","expansion",1918,1929,1918-01-01,1929-01-01,11,0.0538009980840473,0.761683157092671,27354357,48189710,176.168315709267
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",28,"1929-1931","contraction",1929,1931,1929-01-01,1931-01-01,2,-0.0407263164530979,-0.0801508454813279,48189710,44327264,91.9849154518672
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",29,"1931-1941","expansion",1931,1941,1931-01-01,1941-01-01,10,0.0483496634859681,0.597259127023946,44327264,70802127,159.725912702395
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",30,"1941-1942","contraction",1941,1942,1941-01-01,1942-01-01,1,-0.0364513201700847,-0.0364513201700847,70802127,68221296,96.3548679829915
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",31,"1942-1980","expansion",1942,1980,1942-01-01,1980-01-01,38,0.0741116815638939,13.8750029609523,68221296,1014791980,1487.50029609523
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",32,"1980-1981","contraction",1980,1981,1980-01-01,1981-01-01,1,-0.0428852935948508,-0.0428852935948508,1014791980,971272328,95.7114706405149
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",33,"1981-1982","expansion",1981,1982,1981-01-01,1982-01-01,1,0.00788976250953177,0.00788976250953177,971272328,978935436,100.788976250953
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",34,"1982-1983","contraction",1982,1983,1982-01-01,1983-01-01,1,-0.0290392552507416,-0.0290392552507416,978935436,950507880,97.0960744749258
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",35,"1983-1987","expansion",1983,1987,1983-01-01,1987-01-01,4,0.0605215581354795,0.264284998878705,950507880,1201712854,126.42849988787
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",36,"1987-1988","contraction",1987,1988,1987-01-01,1988-01-01,1,-0.000980320711456706,-0.000980320711456706,1201712854,1200534790,99.9019679288543
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",37,"1988-1989","expansion",1988,1989,1988-01-01,1989-01-01,1,0.0318530186034842,0.0318530186034842,1200534790,1238775447,103.185301860348
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",38,"1989-1990","contraction",1989,1990,1989-01-01,1990-01-01,1,-0.043026609163977,-0.043026609163977,1238775447,1185475140,95.6973390836023
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",39,"1990-2014","expansion",1990,2014,1990-01-01,2014-01-01,24,0.0415698438689676,1.64206298478696,1185475140,3132099986.77914,264.206298478696
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",40,"2014-2016","contraction",2014,2016,2014-01-01,2016-01-01,2,-0.0341084010848201,-0.0670552395725381,3132099986.77914,2922076271.80052,93.2944760427462
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",41,"2016-2019","expansion",2016,2019,2016-01-01,2019-01-01,3,0.0144241063075692,0.0438903685922447,2922076271.80052,3050327276.4245,104.389036859224
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",42,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0327669407619879,-0.0327669407619879,3050327276.4245,2950377383.25322,96.7233059238012
"BRA","Brazil","Latin America","maddison_gdp","Maddison GDP",43,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0394468558728481,0.0803407532109701,2950377383.25322,3187412924.4804,108.034075321097
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",1,"1950-1973","expansion",1950,1973,1950-01-01,1973-01-01,23,0.0579886663451401,2.62781529169987,715290,2594940,362.781529169987
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",2,"1973-1975","contraction",1973,1975,1973-01-01,1975-01-01,2,-0.0328763131028288,-0.0648049665888228,2594940,2426775,93.5195033411177
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",3,"1975-1980","expansion",1975,1980,1975-01-01,1980-01-01,5,0.0505712992372018,0.279119819513552,2426775,3104136,127.911981951355
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",4,"1980-1982","contraction",1980,1982,1980-01-01,1982-01-01,2,-0.0349552543466355,-0.0688964658764951,3104136,2890272,93.1103534123505
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",5,"1982-1989","expansion",1982,1989,1982-01-01,1989-01-01,7,0.0287821085060158,0.218908808582722,2890272,3522978,121.890880858272
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",6,"1989-1993","contraction",1989,1993,1989-01-01,1993-01-01,4,-0.0377283538307393,-0.143509582854152,3522978,3017396.89681565,85.6490417145848
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",7,"1993-1998","expansion",1993,1998,1993-01-01,1998-01-01,5,0.0215674615609914,0.112306576948519,3017396.89681565,3356270.41359209,111.230657694852
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",8,"1998-1999","contraction",1998,1999,1998-01-01,1999-01-01,1,-0.00456174794029929,-0.00456174794029929,3356270.41359209,3340959.9539458,99.5438252059701
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",9,"1999-2000","expansion",1999,2000,1999-01-01,2000-01-01,1,0.0333575490955453,0.0333575490955453,3340959.9539458,3452406.1896358,103.335754909555
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",10,"2000-2002","contraction",2000,2002,2000-01-01,2002-01-01,2,-0.0193787884729727,-0.038632640801926,3452406.1896358,3319030.62140925,96.1367359198074
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",11,"2002-2007","expansion",2002,2007,2002-01-01,2007-01-01,5,0.0189084038413065,0.097524611052791,3319030.62140925,3642717.7918345,109.752461105279
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",12,"2007-2011","contraction",2007,2011,2007-01-01,2011-01-01,4,-0.0164415021917685,-0.0647944214519099,3642717.7918345,3406690,93.520557854809
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",13,"2011-2012","expansion",2011,2012,2011-01-01,2012-01-01,1,0.00263892517370223,0.00263892517370223,3406690,3415680,100.26389251737
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",14,"2012-2013","contraction",2012,2013,2012-01-01,2013-01-01,1,-0.000842877552932331,-0.000842877552932331,3415680,3412801,99.9157122447068
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",15,"2013-2017","expansion",2013,2017,2013-01-01,2017-01-01,4,0.0102206834091754,0.0413792066590337,3412801,3554019.99786516,104.137920665903
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",16,"2017-2018","contraction",2017,2018,2017-01-01,2018-01-01,1,-0.00780189169738521,-0.00780189169738521,3554019.99786516,3526291.91875147,99.2198108302615
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",17,"2018-2019","expansion",2018,2019,2018-01-01,2019-01-01,1,0.00263598552368616,0.00263598552368616,3526291.91875147,3535587.17320159,100.263598552369
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",18,"2019-2021","contraction",2019,2021,2019-01-01,2021-01-01,2,-0.0676041523164117,-0.134211121766209,3535587.17320159,3061072.05258399,86.5788878233791
"BRB","Barbados","Latin America","maddison_gdp","Maddison GDP",19,"2021-2022","expansion",2021,2022,2021-01-01,2022-01-01,1,0.113337398728113,0.113337398728113,3061072.05258399,3408005.99634318,111.333739872811
"BWA","Botswana","Sub Saharan Africa","maddison_gdp","Maddison GDP",1,"1950-2008","expansion",1950,2008,1950-01-01,2008-01-01,58,0.0865549886642481,112.147679786714,210471.957,23814413.5947191,11314.7679786714
