"country_code","country","region","series_id","series_label","episode_id","episode_label","phase","start_year","end_year","start_date","end_date","duration_years","average_growth","cumulative_growth","start_index_value","end_index_value","episode_index_end_100"
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",1,"1950-1956","expansion",1950,1956,1950-01-01,1956-01-01,6,0.0350982461974489,0.229247882480311,9421400,11581236,122.924788248031
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",2,"1956-1957","contraction",1956,1957,1956-01-01,1957-01-01,1,-0.000195402286940705,-0.000195402286940705,11581236,11578973,99.9804597713059
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",3,"1957-1970","expansion",1957,1970,1957-01-01,1970-01-01,13,0.0243336802036302,0.365598831606223,11578973,15812232,136.559883160622
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",4,"1970-1972","contraction",1970,1972,1970-01-01,1972-01-01,2,-0.0837502536718904,-0.167065535087014,15812232,13170553,83.2934464912986
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",5,"1972-1976","expansion",1972,1976,1972-01-01,1976-01-01,4,0.0503082585061281,0.21662355407552,13170553,16023605,121.662355407552
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",6,"1976-1977","contraction",1976,1977,1976-01-01,1977-01-01,1,-0.050940159845428,-0.050940159845428,16023605,15207360,94.9059840154572
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",7,"1977-1978","expansion",1977,1978,1977-01-01,1978-01-01,1,0.0743370315426215,0.0743370315426215,15207360,16337830,107.433703154262
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",8,"1978-1980","contraction",1978,1980,1978-01-01,1980-01-01,2,-0.0313246649829511,-0.0616969328240041,16337830,15329836,93.8303067175996
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",9,"1980-1986","expansion",1980,1986,1980-01-01,1986-01-01,6,0.0237787253532643,0.150784913811211,15329836,17641344,115.078491381121
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",10,"1986-1991","contraction",1986,1991,1986-01-01,1991-01-01,5,-0.0731428791560825,-0.31709498797908,17641344,12047362.2363852,68.290501202092
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",11,"1991-1992","expansion",1991,1992,1991-01-01,1992-01-01,1,0.0523083076421922,0.0523083076421922,12047362.2363852,12677539.3665229,105.230830764219
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",12,"1992-1994","contraction",1992,1994,1992-01-01,1994-01-01,2,-0.209472323828502,-0.375284417932543,12677539.3665229,7919856.38454049,62.4715582067457
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",13,"1994-1995","expansion",1994,1995,1994-01-01,1995-01-01,1,0.554008735478905,0.554008735478905,7919856.38454049,12307526.0053143,155.40087354789
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",14,"1995-2001","contraction",1995,2001,1995-01-01,2001-01-01,6,-0.0182235714329131,-0.10450949283893,12307526.0053143,11021272.704397,89.549050716107
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",15,"2001-2014","expansion",2001,2014,2001-01-01,2014-01-01,13,0.155252896744418,4.8383553084871,11021272.704397,64346106,583.83553084871
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",16,"2014-2015","contraction",2014,2015,2014-01-01,2015-01-01,1,-0.0242860694631623,-0.0242860694631623,64346106,62783392,97.5713930536838
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",17,"2015-2019","expansion",2015,2019,2015-01-01,2019-01-01,4,0.0394498818805701,0.164092990575899,62783392,73085706.551779,116.40929905759
"AFG","Afghanistan","South and South East Asia","maddison_gdp","Maddison GDP",18,"2019-2022","contraction",2019,2022,2019-01-01,2022-01-01,3,-0.0962154991217338,-0.270671717546282,73085706.551779,53303472.8313254,72.9328282453718
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",1,"1950-1953","expansion",1950,1953,1950-01-01,1953-01-01,3,0.0373146486004973,0.11617245166227,6905243.709,7707442.8,111.617245166227
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",2,"1953-1954","contraction",1953,1954,1953-01-01,1954-01-01,1,-0.0275702805086013,-0.0275702805086013,7707442.8,7494946.44,97.2429719491399
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",3,"1954-1955","expansion",1954,1955,1954-01-01,1955-01-01,1,0.079994120678466,0.079994120678466,7494946.44,8094498.09,107.999412067847
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",4,"1955-1956","contraction",1955,1956,1955-01-01,1956-01-01,1,-0.0185228584073951,-0.0185228584073951,8094498.09,7944564.848,98.1477141592605
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",5,"1956-1961","expansion",1956,1961,1956-01-01,1961-01-01,5,0.0594910462386308,0.331009089523892,7944564.848,10574288.025,133.100908952389
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",6,"1961-1962","contraction",1961,1962,1961-01-01,1962-01-01,1,-0.0287989228475738,-0.0287989228475738,10574288.025,10269759.92,97.1201077152426
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",7,"1962-1967","expansion",1962,1967,1962-01-01,1967-01-01,5,0.0709343595316146,0.406681584529193,10269759.92,14446282.157,140.668158452919
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",8,"1967-1968","contraction",1967,1968,1967-01-01,1968-01-01,1,-0.0129797268918178,-0.0129797268918178,14446282.157,14258773.36,98.7020273108182
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",9,"1968-1973","expansion",1968,1973,1968-01-01,1973-01-01,5,0.0384282377467841,0.205376286028576,14258773.36,17187187.276,120.537628602858
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",10,"1973-1976","contraction",1973,1976,1973-01-01,1976-01-01,3,-0.178459638973862,-0.474026107888906,17187187.276,9040011.786,52.5973892111094
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",11,"1976-1980","expansion",1976,1980,1976-01-01,1980-01-01,4,0.0339770927598968,0.142741713677673,9040011.786,10330398.56,114.274171367767
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",12,"1980-1983","contraction",1980,1983,1980-01-01,1983-01-01,3,-0.0334652550132307,-0.0972459556294215,10330398.56,9325809.08,90.2754044370578
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",13,"1983-1985","expansion",1983,1985,1983-01-01,1985-01-01,2,0.00504849912100624,0.0101223922975699,9325809.08,9420208.578,101.012239229757
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",14,"1985-1986","contraction",1985,1986,1985-01-01,1986-01-01,1,-0.0902550701462824,-0.0902550701462824,9420208.578,8569986.992,90.9744929853718
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",15,"1986-1992","expansion",1986,1992,1986-01-01,1992-01-01,6,0.0642146158888058,0.442641724073364,8569986.992,12363420.8094252,144.264172407336
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",16,"1992-1993","contraction",1992,1993,1992-01-01,1993-01-01,1,-0.192336965566507,-0.192336965566507,12363420.8094252,9985477.96691853,80.7663034433493
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",17,"1993-2015","expansion",1993,2015,1993-01-01,2015-01-01,22,0.13999970744891,15.9580243064416,9985477.96691853,169333978.074441,1695.80243064416
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",18,"2015-2020","contraction",2015,2020,2015-01-01,2020-01-01,5,-0.0207720027650881,-0.100542656514868,169333978.074441,152308690.080606,89.9457343485132
"AGO","Angola","Sub Saharan Africa","maddison_gdp","Maddison GDP",19,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0196650064127284,0.0396402504161359,152308690.080606,158346244.695955,103.964025041614
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",1,"1870-1990","expansion",1870,1990,1870-01-01,1990-01-01,120,0.0448665333579651,29.2002616406948,428733,12947848.774,3020.02616406948
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",2,"1990-1992","contraction",1990,1992,1990-01-01,1992-01-01,2,-0.171544319108334,-0.324546143906533,12947848.774,8745674.38251337,67.5453856093467
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",3,"1992-1996","expansion",1992,1996,1992-01-01,1996-01-01,4,0.0927711936485834,0.425718311272185,8745674.38251337,12468868.1115734,142.571831127219
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",4,"1996-1997","contraction",1996,1997,1996-01-01,1997-01-01,1,-0.11618784676214,-0.11618784676214,12468868.1115734,11020137.1741286,88.381215323786
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",5,"1997-2019","expansion",1997,2019,1997-01-01,2019-01-01,22,0.0519752038327114,2.02081047597714,11020137.1741286,33289745.8223127,302.081047597714
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",6,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0348160744842089,-0.0348160744842089,33289745.8223127,32130727.5522026,96.5183925515791
"ALB","Albania","Eastern Europe","maddison_gdp","Maddison GDP",7,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0612799909264142,0.125744971763304,32130727.5522026,36171004.9809888,112.57449717633
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",1,"1950-1977","expansion",1950,1977,1950-01-01,1977-01-01,27,0.109333669231506,14.9110755800679,1801016.64,28656111.88,1591.10755800679
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",2,"1977-1978","contraction",1977,1978,1977-01-01,1978-01-01,1,-0.0234314755194907,-0.0234314755194907,28656111.88,27984656.896,97.6568524480509
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",3,"1978-1981","expansion",1978,1981,1978-01-01,1981-01-01,3,0.18032420499294,0.622893480551894,27984656.896,45416117.232,162.289348055189
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",4,"1981-1983","contraction",1981,1983,1981-01-01,1983-01-01,2,-0.0662940636017316,-0.128452428070833,45416117.232,39582306.7,87.1547571929167
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",5,"1983-1984","expansion",1983,1984,1983-01-01,1984-01-01,1,0.0427313468065267,0.0427313468065267,39582306.7,41273711.975,104.273134680653
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",6,"1984-1986","contraction",1984,1986,1984-01-01,1986-01-01,2,-0.117847629513644,-0.230724565184932,41273711.975,31750852.726,76.9275434815068
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",7,"1986-1987","expansion",1986,1987,1986-01-01,1987-01-01,1,0.0357091984830871,0.0357091984830871,31750852.726,32884650.228,103.570919848309
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",8,"1987-1988","contraction",1987,1988,1987-01-01,1988-01-01,1,-0.00245767014213782,-0.00245767014213782,32884650.228,32803830.605,99.7542329857862
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",9,"1988-2019","expansion",1988,2019,1988-01-01,2019-01-01,31,0.107430491891527,21.4053884704518,32803830.605,734982568.023922,2240.53884704518
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",10,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0495699944495788,-0.0495699944495788,734982568.023922,698549486.206439,95.0430005550421
"ARE","United Arab Emirates","Middle East and North Africa","maddison_gdp","Maddison GDP",11,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0566350016820409,0.116172151272347,698549486.206439,779701482.789234,111.617215127235
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",1,"1820-1901","expansion",1820,1901,1820-01-01,1901-01-01,81,0.0430107661698834,25.33251058741,849594,22371943,2633.251058741
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",2,"1901-1902","contraction",1901,1902,1901-01-01,1902-01-01,1,-0.0204310819136273,-0.0204310819136273,22371943,21914860,97.9568918086373
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",3,"1902-1913","expansion",1902,1913,1902-01-01,1913-01-01,11,0.0712872431935229,1.11344977791325,21914860,46315956,211.344977791325
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",4,"1913-1914","contraction",1913,1914,1913-01-01,1914-01-01,1,-0.104007374909847,-0.104007374909847,46315956,41498755,89.5992625090152
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",5,"1914-1915","expansion",1914,1915,1914-01-01,1915-01-01,1,0.00582082522716654,0.00582082522716654,41498755,41740312,100.582082522717
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",6,"1915-1917","contraction",1915,1917,1915-01-01,1917-01-01,2,-0.0550957993464485,-0.107836616075127,41740312,37239178,89.2163383924873
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",7,"1917-1924","expansion",1917,1924,1917-01-01,1924-01-01,7,0.0838682049183139,0.745179659980679,37239178,64989056,174.517965998068
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",8,"1924-1925","contraction",1924,1925,1924-01-01,1925-01-01,1,-0.00434888606475525,-0.00434888606475525,64989056,64706426,99.5651113935245
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",9,"1925-1929","expansion",1925,1929,1925-01-01,1929-01-01,4,0.0567982427290674,0.247046344361532,64706426,80691912,124.704634436153
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",10,"1929-1932","contraction",1929,1932,1929-01-01,1932-01-01,3,-0.0478542877615426,-0.137152333185512,80691912,69624828,86.2847666814488
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",11,"1932-1942","expansion",1932,1942,1932-01-01,1942-01-01,10,0.0371407718710178,0.435736430113695,69624828,99962902,143.573643011369
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",12,"1942-1943","contraction",1942,1943,1942-01-01,1943-01-01,1,-0.00793114229516867,-0.00793114229516867,99962902,99170082,99.2068857704831
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",13,"1943-1944","expansion",1943,1944,1943-01-01,1944-01-01,1,0.11358050505595,0.11358050505595,99170082,110433870,111.358050505595
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",14,"1944-1945","contraction",1944,1945,1944-01-01,1945-01-01,1,-0.0324275514387027,-0.0324275514387027,110433870,106852770,96.7572448561297
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",15,"1945-1948","expansion",1945,1948,1945-01-01,1948-01-01,3,0.0853463000740968,0.277666493811999,106852770,136522204,127.7666493812
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",16,"1948-1949","contraction",1948,1949,1948-01-01,1949-01-01,1,-0.0137196657036096,-0.0137196657036096,136522204,134649165,98.628033429639
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",17,"1949-1951","expansion",1949,1951,1949-01-01,1951-01-01,2,0.025735703367481,0.0519577110782676,134649165,141645227.412,105.195771107827
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",18,"1951-1952","contraction",1951,1952,1951-01-01,1952-01-01,1,-0.0510316893838927,-0.0510316893838927,141645227.412,134416832.164,94.8968310616107
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",19,"1952-1958","expansion",1952,1958,1952-01-01,1958-01-01,6,0.0511042415096869,0.347855107282634,134416832.164,181174413.737,134.785510728263
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",20,"1958-1959","contraction",1958,1959,1958-01-01,1959-01-01,1,-0.064830824589009,-0.064830824589009,181174413.737,169428727.1,93.5169175410991
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",21,"1959-1961","expansion",1959,1961,1959-01-01,1961-01-01,2,0.0749121744332927,0.155425357333042,169428727.1,195762247.552,115.542535733304
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",22,"1961-1963","contraction",1961,1963,1961-01-01,1963-01-01,2,-0.0201364649459762,-0.0398831928251441,195762247.552,187954624.085,96.0116807174856
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",23,"1963-1974","expansion",1963,1974,1963-01-01,1974-01-01,11,0.0559263205079943,0.812599152707885,187954624.085,340686392.364,181.259915270788
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",24,"1974-1976","contraction",1974,1976,1974-01-01,1976-01-01,2,-0.00565413672523396,-0.0112868067823841,340686392.364,336841130.88,98.8713193217616
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",25,"1976-1977","expansion",1976,1977,1976-01-01,1977-01-01,1,0.0603157235427936,0.0603157235427936,336841130.88,357157947.408,106.031572354279
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",26,"1977-1978","contraction",1977,1978,1977-01-01,1978-01-01,1,-0.0439335110806736,-0.0439335110806736,357157947.408,341466744.768,95.6066488919327
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",27,"1978-1980","expansion",1978,1980,1978-01-01,1980-01-01,2,0.0428517211267243,0.0867148166130141,341466744.768,371076970.92,108.671481661301
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",28,"1980-1982","contraction",1980,1982,1980-01-01,1982-01-01,2,-0.0444468522619452,-0.0870856276526167,371076970.92,338761500,91.2914372347383
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",29,"1982-1984","expansion",1982,1984,1982-01-01,1984-01-01,2,0.0278067824433952,0.0563312153240554,338761500,357844347,105.633121532406
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",30,"1984-1985","contraction",1984,1985,1984-01-01,1985-01-01,1,-0.0661542013963965,-0.0661542013963965,357844347,334171440,93.3845798603603
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",31,"1985-1987","expansion",1985,1987,1985-01-01,1987-01-01,2,0.0495114308703893,0.100912827858658,334171440,367893625,110.091282785866
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",32,"1987-1989","contraction",1987,1989,1987-01-01,1989-01-01,2,-0.0405084094644255,-0.079840549017396,367893625,338520796,92.0159450982604
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",33,"1989-1994","expansion",1989,1994,1989-01-01,1994-01-01,5,0.0699103637717846,0.397038971678585,338520796,472926744.735656,139.703897167858
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",34,"1994-1995","contraction",1994,1995,1994-01-01,1995-01-01,1,-0.0239481220673938,-0.0239481220673938,472926744.735656,461601037.323791,97.6051877932606
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",35,"1995-1998","expansion",1995,1998,1995-01-01,1998-01-01,3,0.0632161117931882,0.201399088798401,461601037.323791,554567065.629199,120.13990887984
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",36,"1998-2002","contraction",1998,2002,1998-01-01,2002-01-01,4,-0.0446199071488509,-0.169516949882344,554567065.629199,460558548.158536,83.0483050117656
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",37,"2002-2008","expansion",2002,2008,2002-01-01,2008-01-01,6,0.0841258038087016,0.622285391754499,460558548.158536,747157404.725254,162.22853917545
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",38,"2008-2009","contraction",2008,2009,2008-01-01,2009-01-01,1,-0.0551913471840696,-0.0551913471840696,747157404.725254,705920780.999914,94.480865281593
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",39,"2009-2011","expansion",2009,2011,2009-01-01,2011-01-01,2,0.0896283917623567,0.186737471254728,705920780.999914,837742642.55,118.673747125473
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",40,"2011-2012","contraction",2011,2012,2011-01-01,2012-01-01,1,-0.0102599987478545,-0.0102599987478545,837742642.55,829147404.086413,98.9740001252145
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",41,"2012-2013","expansion",2012,2013,2012-01-01,2013-01-01,1,0.0240500017139273,0.0240500017139273,829147404.086413,849088400.575789,102.405000171393
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",42,"2013-2014","contraction",2013,2014,2013-01-01,2014-01-01,1,-0.0251300025548816,-0.0251300025548816,849088400.575789,827750806.899999,97.4869997445118
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",43,"2014-2015","expansion",2014,2015,2014-01-01,2015-01-01,1,0.0273099986516605,0.0273099986516605,827750806.899999,850356680.320349,102.730999865166
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",44,"2015-2016","contraction",2015,2016,2015-01-01,2016-01-01,1,-0.0207999952087941,-0.0207999952087941,850356680.320349,832669265.44392,97.9200004791206
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",45,"2016-2017","expansion",2016,2017,2016-01-01,2017-01-01,1,0.0281899990020502,0.0281899990020502,832669265.44392,856142211.205822,102.818999900205
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",46,"2017-2020","contraction",2017,2020,2017-01-01,2020-01-01,3,-0.0485366669348419,-0.140546729264058,856142211.205822,735814223.635945,85.9453270735942
"ARG","Argentina","Latin America","maddison_gdp","Maddison GDP",47,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0782049970780726,0.161861664902714,735814223.635945,854914338.932757,116.186166490271
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",1,"1973-1986","expansion",1973,1986,1973-01-01,1986-01-01,13,0.0317881961934565,0.336960951892339,26603648.582,35568039.332,133.696095189234
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",2,"1986-1988","contraction",1986,1988,1986-01-01,1988-01-01,2,-0.0411747093537083,-0.0806711185628534,35568039.332,32698725.814,91.9328881437147
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",3,"1988-1989","expansion",1988,1989,1988-01-01,1989-01-01,1,0.0705636054176801,0.0705636054176801,32698725.814,35006065.8,107.056360541768
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",4,"1989-1993","contraction",1989,1993,1989-01-01,1993-01-01,4,-0.203251139564428,-0.624261843301209,35006065.8,13153114.6369686,37.5738156698791
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",5,"1993-2008","expansion",1993,2008,1993-01-01,2008-01-01,15,0.0564555500760525,1.25592722039458,13153114.6369686,29672469.3425078,225.592722039458
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",6,"2008-2010","contraction",2008,2010,2008-01-01,2010-01-01,2,-0.0881431551508831,-0.17480173288114,29672469.3425078,24485670.2825749,82.519826711886
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",7,"2010-2019","expansion",2010,2019,2010-01-01,2019-01-01,9,0.0438965345838989,0.468168624760911,24485670.2825749,35949092.8651171,146.816862476091
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",8,"2019-2020","contraction",2019,2020,2019-01-01,2020-01-01,1,-0.0715099131669082,-0.0715099131669082,35949092.8651171,33378376.3559035,92.8490086833092
"ARM","Armenia","Eastern Europe","maddison_gdp","Maddison GDP",9,"2020-2022","expansion",2020,2022,2020-01-01,2022-01-01,2,0.0914399323825554,0.19004395771102,33378376.3559035,39721735.1005473,119.004395771102
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",1,"1820-1838","expansion",1820,1838,1820-01-01,1838-01-01,18,0.0565282010133229,1.61166287280161,275884,720516,261.166287280161
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",2,"1838-1839","contraction",1838,1839,1838-01-01,1839-01-01,1,-0.0306960567149098,-0.0306960567149098,720516,698399,96.930394328509
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",3,"1839-1840","expansion",1839,1840,1839-01-01,1840-01-01,1,0.317012195034644,0.317012195034644,698399,919800,131.701219503464
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",4,"1840-1842","contraction",1840,1842,1840-01-01,1842-01-01,2,-0.0716734584210421,-0.138551859099804,919800,792360,86.1448140900196
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",5,"1842-1849","expansion",1842,1849,1842-01-01,1849-01-01,7,0.136372334784921,1.42726033621081,792360,1923264,242.726033621081
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",6,"1849-1850","contraction",1849,1850,1849-01-01,1850-01-01,1,-0.00973553292735685,-0.00973553292735685,1923264,1904540,99.0264467072643
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",7,"1850-1853","expansion",1850,1853,1850-01-01,1853-01-01,3,0.260998771334649,1.00279857603411,1904540,3814410,200.279857603411
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",8,"1853-1854","contraction",1853,1854,1853-01-01,1854-01-01,1,-0.0228701162171869,-0.0228701162171869,3814410,3727174,97.7129883782813
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",9,"1854-1856","expansion",1854,1856,1854-01-01,1856-01-01,2,0.186866934222788,0.390407316642582,3727174,5182290,139.040731664258
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",10,"1856-1858","contraction",1856,1858,1856-01-01,1858-01-01,2,-0.0656493269360928,-0.127541106344878,5182290,4521335,87.2458893655122
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",11,"1858-1860","expansion",1858,1860,1858-01-01,1860-01-01,2,0.174496037680373,0.352883163932777,4521335,6116838,135.288316393278
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",12,"1860-1862","contraction",1860,1862,1860-01-01,1862-01-01,2,-0.00656139624443963,-0.0131214853164331,6116838,6036576,98.6878514683567
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",13,"1862-1864","expansion",1862,1864,1862-01-01,1864-01-01,2,0.0698544389097184,0.14318448073875,6036576,6900920,114.318448073875
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",14,"1864-1865","contraction",1864,1865,1864-01-01,1865-01-01,1,-0.00594790259849409,-0.00594790259849409,6900920,6859874,99.4052097401506
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",15,"1865-1870","expansion",1865,1870,1865-01-01,1870-01-01,5,0.0624454317909575,0.349904531774199,6859874,9260175,134.99045317742
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",16,"1870-1871","contraction",1870,1871,1870-01-01,1871-01-01,1,-0.0487409795171257,-0.0487409795171257,9260175,8808825,95.1259020482874
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",17,"1871-1875","expansion",1871,1875,1871-01-01,1875-01-01,4,0.0888764300093842,0.403240954383814,8808825,12360904,140.324095438381
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",18,"1875-1876","contraction",1875,1876,1875-01-01,1876-01-01,1,-0.003266832264048,-0.003266832264048,12360904,12320523,99.6733167735952
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",19,"1876-1881","expansion",1876,1881,1876-01-01,1881-01-01,5,0.0554894881470814,0.30775040962141,12320523,16112169,130.775040962141
"AUS","Australia","Western Offshoots","maddison_gdp","Maddison GDP",20,"1881-1882","contraction",1881,1882,1881-01-01,1882-01-01,1,-0.0562631263363734,-0.0562631263363734,16112169,15205648,94.3736873663627
