"source_label","disaster_key","disaster_label","country_code","country","start_year","end_year","cumulative_growth","duration_years","is_venezuela","horizon_years_after_end","endpoint_year","horizon_index_start_100","horizon_years","horizon_label","fall_magnitude","horizon_ratio_to_start","total_years_from_start","horizon_cagr","post_disaster_ratio_to_end","post_disaster_cagr","highlight","reference_label","is_source_reference"
"Maddison (PIB per cápita)","maddison_GTM_22","Guatemala (1980-1988)","GTM","Guatemala",1980,1988,-0.203320802005013,8,FALSE,25,2013,106.726372269464,25,"25 años después",0.203320802005013,1.06726372269464,33,0.0019746168285748,1.33964050445981,0.0117647181706637,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SDN_16","Sudan (Former) (1982-1985)","SDN","Sudan (Former)",1982,1985,-0.203252032520325,3,FALSE,25,2010,231.851324460465,25,"25 años después",0.203252032520325,2.31851324460465,28,0.0304886181775967,2.90997070496298,0.0436516034177199,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GNB_10","Guinea-Bissau (1979-1981)","GNB","Guinea-Bissau",1979,1981,-0.200953678474114,2,FALSE,25,2006,84.0472232883883,25,"25 años después",0.200953678474114,0.840472232883883,27,-0.00641604586372402,1.05184419256056,0.00202384511214659,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MMR_18","Myanmar (1985-1988)","MMR","Myanmar",1985,1988,-0.198539176626826,3,FALSE,25,2013,290.239225528705,25,"25 años después",0.198539176626826,2.90239225528705,28,0.0387881907650858,3.6213775778478,0.0528220020693051,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_QAT_12","Qatar (1973-1975)","QAT","Qatar",1973,1975,-0.197947578464192,2,FALSE,25,2000,66.934849802203,25,"25 años después",0.197947578464192,0.66934849802203,27,-0.0147585436203008,0.834544575952192,-0.00720865692622996,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CAF_14","Central African Republic (1986-1993)","CAF","Central African Republic",1986,1993,-0.197022224902549,7,FALSE,25,2018,53.2863565843207,25,"25 años después",0.197022224902549,0.532863565843206,32,-0.0194793355776777,0.663609358028044,-0.0162686768119236,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_ZMB_38","Zambia (1981-1987)","ZMB","Zambia",1981,1987,-0.193699731903485,6,FALSE,25,2012,224.186673880889,25,"25 años después",0.193699731903485,2.24186673880889,31,0.0263842836336279,2.78043655386771,0.0417524237854048,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MDG_8","Madagascar (1971-1978)","MDG","Madagascar",1971,1978,-0.192346424974824,7,FALSE,25,2003,60.3445745505886,25,"25 años después",0.192346424974824,0.603445745505886,32,-0.0156604282259992,0.747159133774745,-0.0115913797052184,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LSO_8","Lesotho (1978-1981)","LSO","Lesotho",1978,1981,-0.191313340227508,3,FALSE,25,2006,106.325215282814,25,"25 años después",0.191313340227508,1.06325215282814,28,0.00219283933141678,1.31478878744861,0.0110071794948361,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GHA_43","Ghana (1974-1976)","GHA","Ghana",1974,1976,-0.190168175937904,2,FALSE,25,2001,92.415103028273,25,"25 años después",0.190168175937904,0.92415103028273,27,-0.00291720954011809,1.14116413164305,0.00529593050340837,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_HTI_17","Haiti (1962-1967)","HTI","Haiti",1962,1967,-0.189277899343545,5,FALSE,25,1992,84.0246538921231,25,"25 años después",0.189277899343545,0.840246538921231,30,-0.0057851986327454,1.03641745826451,0.00143182467018943,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_PHL_24","Philippines (1982-1985)","PHL","Philippines",1982,1985,-0.187613371339725,3,FALSE,25,2010,147.552389967817,25,"25 años después",0.187613371339725,1.47552389967817,28,0.0139902862241663,1.8162828481206,0.0241588902672103,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CHL_78","Chile (1981-1983)","CHL","Chile",1981,1983,-0.186697782963827,2,FALSE,25,2008,199.469920052291,25,"25 años después",0.186697782963827,1.99469920052291,27,0.0259036403283452,2.45259284770177,0.0365374990836247,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_COG_6","Congo (1984-1990)","COG","Congo",1984,1990,-0.186535162950257,6,FALSE,25,2015,130.348573958099,25,"25 años después",0.186535162950257,1.30348573958099,31,0.00858639582677401,1.60238731929513,0.0190387527261708,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_HTI_25","Haiti (1980-1987)","HTI","Haiti",1980,1987,-0.184682501211827,7,FALSE,25,2012,81.1439650993699,25,"25 años después",0.184682501211827,0.811439650993699,32,-0.00650826831759888,0.995243757431628,-0.000190685396567192,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_HUN_28","Hungary (1988-1992)","HUN","Hungary",1988,1992,-0.183196143089723,4,FALSE,25,2017,219.873276135766,25,"25 años después",0.183196143089723,2.19873276135766,29,0.0275407402110741,2.69187362762317,0.0404044155583263,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DMA_12","Dominica (1978-1979)","DMA","Dominica",1978,1979,-0.183086680761099,1,FALSE,25,2004,279.183932551776,25,"25 años después",0.183086680761099,2.79183932551776,26,0.0402785210121874,3.41754658636103,0.0503851609388737,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GMB_6","Gambia (1969-1972)","GMB","Gambia",1969,1972,-0.18109269490485,3,FALSE,25,1997,80.3245348031393,25,"25 años después",0.18109269490485,0.803245348031393,28,-0.00779428977372854,0.980874566674019,-0.000772129366968688,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KEN_19","Kenya (1951-1953)","KEN","Kenya",1951,1953,-0.179007323026851,2,FALSE,25,1978,134.743694060212,25,"25 años después",0.179007323026851,1.34743694060212,27,0.0111058177089447,1.6412289395441,0.0200154891108368,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NER_14","Niger (1988-1993)","NER","Niger",1988,1993,-0.178337142979854,5,FALSE,25,2018,100.377913142693,25,"25 años después",0.178337142979854,1.00377913142693,30,0.000125741519798828,1.22164355228037,0.00804003391379404,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MNG_2","Mongolia (1989-1992)","MNG","Mongolia",1989,1992,-0.175173627379803,3,FALSE,25,2017,570.266807260663,25,"25 años después",0.175173627379803,5.70266807260663,28,0.0641498522462183,6.91377999286221,0.080410067086875,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SLE_14","Sierra Leone (1989-1992)","SLE","Sierra Leone",1989,1992,-0.174806213829402,3,FALSE,25,2017,100.08091948972,25,"25 años después",0.174806213829402,1.0008091948972,28,2.88885485346668e-05,1.21281717297165,0.00774769508487405,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CPV_6","Cabo Verde (1974-1975)","CPV","Cabo Verde",1974,1975,-0.173680694722779,1,FALSE,25,2000,239.384557023202,25,"25 años después",0.173680694722779,2.39384557023202,26,0.0341430566291521,2.89699823657019,0.0434651026753043,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_POL_103","Poland (1988-1991)","POL","Poland",1988,1991,-0.173619128024969,3,FALSE,25,2016,271.13806161448,25,"25 años después",0.173619128024969,2.7113806161448,28,0.0362656174610658,3.28103022237756,0.0486737794221332,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SYR_10","Syrian Arab Republic (1962-1966)","SYR","Syrian Arab Republic",1962,1966,-0.173029251363411,4,FALSE,25,1991,155.744878379847,25,"25 años después",0.173029251363411,1.55744878379847,29,0.0153948531653851,1.88331786386181,0.0256447115131082,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_URY_52","Uruguay (1981-1984)","URY","Uruguay",1981,1984,-0.172695668514517,3,FALSE,25,2009,142.290671080541,25,"25 años después",0.172695668514517,1.42290671080541,28,0.0126761613542274,1.71993141659307,0.0219283448356842,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_PER_196","Peru (1981-1983)","PER","Peru",1981,1983,-0.172229446611761,2,FALSE,25,2008,127.331573208117,25,"25 años después",0.172229446611761,1.27331573208117,27,0.00898921100201089,1.53824719527558,0.0173749620188897,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BFA_8","Burkina Faso (1972-1976)","BFA","Burkina Faso",1972,1976,-0.170790103750998,4,FALSE,25,2001,102.424755087674,25,"25 años después",0.170790103750998,1.02424755087674,29,0.000826487777222829,1.23520902911314,0.00848540710240808,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CIV_14","Côte d'Ivoire (1980-1984)","CIV","Côte d'Ivoire",1980,1984,-0.169074700276668,4,FALSE,25,2009,77.1233361746489,25,"25 años después",0.169074700276668,0.771233361746489,29,-0.00891739097236888,0.928162088701935,-0.00297751426151383,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_OMN_8","Oman (1972-1973)","OMN","Oman",1972,1973,-0.166480625099665,1,FALSE,25,1998,322.325312995278,25,"25 años después",0.166480625099665,3.22325312995278,26,0.0460435962434318,3.86704043962768,0.0555897112865789,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_QAT_14","Qatar (1976-1977)","QAT","Qatar",1976,1977,-0.166216534648081,1,FALSE,25,2002,104.299703437253,25,"25 años después",0.166216534648081,1.04299703437253,26,0.00162047819853717,1.25092074587052,0.00899541279653748,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BDI_2","Burundi (1959-1961)","BDI","Burundi",1959,1961,-0.164402173913043,2,FALSE,25,1986,146.467391304348,25,"25 años después",0.164402173913043,1.46467391304348,27,0.0142349069048149,1.75284552845528,0.022703508395413,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TTO_4","Trinidad and Tobago (1981-1983)","TTO","Trinidad and Tobago",1981,1983,-0.163365848852104,2,FALSE,25,2008,154.8640452331,25,"25 años después",0.163365848852104,1.548640452331,27,0.0163310814564173,1.85103662121156,0.0249356526507318,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SYR_6","Syrian Arab Republic (1957-1958)","SYR","Syrian Arab Republic",1957,1958,-0.162082684656634,1,FALSE,25,1983,183.030617540218,25,"25 años después",0.162082684656634,1.83030617540218,26,0.0235217292428207,2.18435177539224,0.0317462598291407,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TCD_4","Chad (1962-1968)","TCD","Chad",1962,1968,-0.160358565737052,6,FALSE,25,1993,67.8088187725502,25,"25 años después",0.160358565737052,0.678088187725502,31,-0.0124533532430515,0.807592574705106,-0.00851147401982955,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_JOR_9","Jordan (1965-1968)","JOR","Jordan",1965,1968,-0.160031533307056,3,FALSE,25,1993,127.328790385078,25,"25 años después",0.160031533307056,1.27328790385078,28,0.00866599331576201,1.51587583860602,0.016778946799785,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CSK_16","Czechoslovakia (1989-1992)","CSK","Czechoslovakia",1989,1992,-0.159778966080206,3,FALSE,25,2017,206.972607041712,25,"25 años después",0.159778966080206,2.06972607041711,28,0.0263195518845247,2.46331142266392,0.0367183193912894,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SYC_14","Seychelles (1979-1983)","SYC","Seychelles",1979,1983,-0.159636309435087,4,FALSE,25,2008,278.54212251131,25,"25 años después",0.159636309435087,2.7854212251131,29,0.0359554150367072,3.31454256815959,0.049100137715163,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BRB_6","Barbados (1989-1993)","BRB","Barbados",1989,1993,-0.159609026785465,4,FALSE,25,2018,89.1224441751963,25,"25 años después",0.159609026785465,0.891224441751963,29,-0.00396312547384758,1.06048788023387,0.0023519241088048,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TJK_1","Tajikistan (1973-1982)","TJK","Tajikistan",1973,1982,-0.157652826719779,9,FALSE,25,2007,40.557827289048,25,"25 años después",0.157652826719779,0.40557827289048,34,-0.0261932406022984,0.481485883440553,-0.0288119223442861,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_STP_15","Sao Tome and Principe (1979-1981)","STP","Sao Tome and Principe",1979,1981,-0.155386949924127,2,FALSE,25,2006,82.3599954675496,25,"25 años después",0.155386949924127,0.823599954675496,27,-0.00716202067971272,0.975121038683348,-0.00100723933158042,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SDN_12","Sudan (Former) (1971-1973)","SDN","Sudan (Former)",1971,1973,-0.154996600951734,2,FALSE,25,1998,121.352792334936,25,"25 años después",0.154996600951734,1.21352792334936,27,0.00719359330743918,1.43612194307877,0.0145831671885428,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_UGA_29","Uganda (1983-1986)","UGA","Uganda",1983,1986,-0.153846153846154,3,FALSE,25,2011,186.390532544379,25,"25 años después",0.153846153846154,1.86390532544379,28,0.0224874698405784,2.2027972027972,0.0320933520102566,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TCD_6","Chad (1969-1973)","TCD","Chad",1969,1973,-0.153234960272418,4,FALSE,25,1998,85.5687627033149,25,"25 años después",0.153234960272418,0.855687627033149,29,-0.0053597193518089,1.01053726463298,0.000419373296469239,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DMA_8","Dominica (1964-1965)","DMA","Dominica",1964,1965,-0.152219873150106,1,FALSE,25,1990,277.589852008457,25,"25 años después",0.152219873150106,2.77589852008457,26,0.0400494389280845,3.27431421446384,0.0485878328749079,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DOM_8","Dominican Republic (1964-1965)","DOM","Dominican Republic",1964,1965,-0.151374207188161,1,FALSE,25,1990,166.553911205074,25,"25 años después",0.151374207188161,1.66553911205074,26,0.0198148692408371,1.96263079222721,0.0273384539218124,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TZA_14","U.R. of Tanzania: Mainland (1978-1985)","TZA","U.R. of Tanzania: Mainland",1978,1985,-0.151057401812689,7,FALSE,25,2010,208.344779615663,25,"25 años después",0.151057401812689,2.08344779615663,32,0.0232033584896045,2.45416804458307,0.0365641198494493,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_VNM_11","Viet Nam (1973-1975)","VNM","Viet Nam",1973,1975,-0.150787696924231,2,FALSE,25,2000,208.034631290917,25,"25 años después",0.150787696924231,2.08034631290917,27,0.0275022969203005,2.44973642677378,0.0364891837858246,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_JOR_11","Jordan (1969-1972)","JOR","Jordan",1969,1972,-0.150678733031674,3,FALSE,25,1997,157.069207403077,25,"25 años después",0.150678733031674,1.57069207403077,28,0.0162563022604969,1.84934975152264,0.0248982749002966,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRQ_20","Iraq (1987-1991)","IRQ","Iraq",1987,1991,-0.749051209057368,4,FALSE,30,2021,204.157087724052,30,"30 años después",0.749051209057368,2.04157087724052,34,0.0212136280738815,8.13540830211542,0.0723732657163914,"Otros países","Iraq (1987-1991)",TRUE
"Maddison (PIB per cápita)","maddison_LBN_12","Lebanon (1973-1976)","LBN","Lebanon",1973,1976,-0.70918185066095,3,FALSE,30,2006,121.911019129057,30,"30 años después",0.70918185066095,1.21911019129057,33,0.00602173214788482,4.19200175113304,0.0489321137953929,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBN_20","Lebanon (1987-1989)","LBN","Lebanon",1987,1989,-0.598839084166398,2,FALSE,30,2019,207.268567834231,30,"30 años después",0.598839084166398,2.07268567834231,32,0.0230377753710997,5.16671888146262,0.0562672821735637,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KWT_14","Kuwait (1979-1982)","KWT","Kuwait",1979,1982,-0.5085894796621,3,FALSE,30,2012,286.282155312536,30,"30 años después",0.5085894796621,2.86282155312536,33,0.0323863430990678,5.8257229640848,0.0605024128197602,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KWT_20","Kuwait (1989-1991)","KWT","Kuwait",1989,1991,-0.503117326042274,2,FALSE,30,2021,522.936821779349,30,"30 años después",0.503117326042274,5.22936821779349,32,0.0530561728047314,10.5243521094044,0.0816161891918079,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_AGO_14","Angola (1973-1977)","AGO","Angola",1973,1977,-0.474053295932679,4,FALSE,30,2007,202.438579561307,30,"30 años después",0.474053295932679,2.02438579561307,34,0.0209597617275881,3.84903219272565,0.04595191191454,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRN_7","Iran (Islamic Republic of) (1976-1981)","IRN","Iran (Islamic Republic of)",1976,1981,-0.448007501172058,5,FALSE,30,2011,169.001406469761,30,"30 años después",0.448007501172058,1.69001406469761,35,0.0151054324793221,3.06166128758281,0.0380029109288245,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KWT_10","Kuwait (1971-1975)","KWT","Kuwait",1971,1975,-0.412802726055738,4,FALSE,30,2005,127.701921669975,30,"30 años después",0.412802726055738,1.27701921669975,34,0.00721794306704937,2.17477034271956,0.0262356878762391,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SAU_6","Saudi Arabia (1981-1986)","SAU","Saudi Arabia",1981,1986,-0.397139251156921,5,FALSE,30,2016,242.878860899196,30,"30 años después",0.397139251156921,2.42878860899196,35,0.0256782230564714,4.02877217276614,0.0475443616335178,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBN_16","Lebanon (1980-1982)","LBN","Lebanon",1980,1982,-0.387369791666667,2,FALSE,30,2012,353.401975326165,30,"30 años después",0.387369791666667,3.53401975326165,32,0.0402396547386585,5.76860185016993,0.0601541526546463,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBY_10","Libya (1979-1984)","LBY","Libya",1979,1984,-0.373211534228483,5,FALSE,30,2014,166.785144681831,30,"30 años después",0.373211534228483,1.66785144681831,35,0.0147226471596265,2.66094789214946,0.0331607027291652,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GAB_2","Gabon (1976-1978)","GAB","Gabon",1976,1978,-0.371381501529772,2,FALSE,30,2008,104.575623824552,30,"30 años después",0.371381501529772,1.04575623824552,32,0.00139911211582233,1.66357853100157,0.01711043564113,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NIC_30","Nicaragua (1977-1979)","NIC","Nicaragua",1977,1979,-0.351057747284162,2,FALSE,30,2009,71.8876891314793,30,"30 años después",0.351057747284162,0.718876891314793,32,-0.010261523782258,1.10776712150623,0.00341737218341853,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DZA_6","Algeria (1960-1962)","DZA","Algeria",1960,1962,-0.313701923076923,2,FALSE,30,1992,145.739883736321,30,"30 años después",0.313701923076923,1.45739883736321,32,0.0118399572921704,2.12356538123676,0.0254209542168808,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GNQ_4","Equatorial Guinea (1977-1982)","GNQ","Equatorial Guinea",1977,1982,-0.309432933478735,5,FALSE,30,2012,1261.04143947655,30,"30 años después",0.309432933478735,12.6104143947655,35,0.0751013575146517,18.260955388867,0.101668122929125,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TKM_5","Turkmenistan (1988-1992)","TKM","Turkmenistan",1988,1992,-0.304989599240861,4,FALSE,30,2022,261.090070765473,30,"30 años después",0.304989599240861,2.61090070765473,34,0.028628468784474,3.75663544718601,0.0451051032489507,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CYP_9","Cyprus (1973-1975)","CYP","Cyprus",1973,1975,-0.301402754960192,2,FALSE,30,2005,330.648420953863,30,"30 años después",0.301402754960192,3.30648420953863,32,0.0380785127719321,4.73303356549913,0.0531849703639984,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TGO_8","Togo (1979-1983)","TGO","Togo",1979,1983,-0.28680800942285,4,FALSE,30,2013,76.0895170789164,30,"30 años después",0.28680800942285,0.760895170789164,34,-0.0080048387547631,1.06688687035508,0.00216049520664541,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_ALB_2","Albania (1990-1992)","ALB","Albania",1990,1992,-0.286526446230343,2,FALSE,30,2022,325.837326875049,30,"30 años después",0.286526446230343,3.25837326875049,32,0.0376031369574472,4.56691527182022,0.0519314312021748,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_PER_200","Peru (1987-1990)","PER","Peru",1987,1990,-0.282400478898533,3,FALSE,30,2020,166.67152185343,30,"30 años después",0.282400478898533,1.6667152185343,33,0.0156008899265228,2.32262587909201,0.0284881890047222,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NGA_40","Nigeria (1979-1984)","NGA","Nigeria",1979,1984,-0.274239543726236,5,FALSE,30,2014,263.817822015906,30,"30 años después",0.274239543726236,2.63817822015906,35,0.0281045019422981,3.6350536838341,0.0439596047903361,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CHN_33","China (1957-1961)","CHN","China",1957,1961,-0.268619246861925,4,FALSE,30,1991,255.340177837119,30,"30 años después",0.268619246861925,2.55340177837119,34,0.027954975243792,3.49120723701782,0.0425555093507102,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBY_12","Libya (1985-1987)","LBY","Libya",1985,1987,-0.267071569271175,2,FALSE,30,2017,302.953915470052,30,"30 años después",0.267071569271175,3.02953915470053,32,0.0352447048263316,4.13347201129576,0.0484406074322028,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GAB_6","Gabon (1984-1987)","GAB","Gabon",1984,1987,-0.266140269391547,3,FALSE,30,2017,192.477659502448,30,"30 años después",0.266140269391547,1.92477659502448,33,0.0200408999051971,2.62281266397956,0.0326636952765116,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NER_10","Niger (1980-1985)","NER","Niger",1980,1985,-0.264136328427576,5,FALSE,30,2015,68.8124319649293,30,"30 años después",0.264136328427576,0.688124319649293,35,-0.0106227687608998,0.935124733333934,-0.00223334749192639,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRN_9","Iran (Islamic Republic of) (1983-1988)","IRN","Iran (Islamic Republic of)",1983,1988,-0.261536297129994,5,FALSE,30,2018,255.409860726172,30,"30 años después",0.261536297129994,2.55409860726172,35,0.0271535269264018,3.45866506009074,0.0422301126865932,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_JOR_17","Jordan (1986-1991)","JOR","Jordan",1986,1991,-0.259938627832325,5,FALSE,30,2021,113.13050131968,30,"30 años después",0.259938627832325,1.1313050131968,35,0.00353112966642066,1.52866377809066,0.0142470016457319,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NGA_34","Nigeria (1965-1968)","NGA","Nigeria",1965,1968,-0.259800664451827,3,FALSE,30,1998,134.608964902969,30,"30 años después",0.259800664451827,1.34608964902969,33,0.00904685439359953,1.81855019909308,0.0201346750989533,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GHA_45","Ghana (1978-1983)","GHA","Ghana",1978,1983,-0.259462151394422,5,FALSE,30,2013,180.358611943475,30,"30 años después",0.259462151394422,1.80358611943475,35,0.0169935456787187,2.43550835764962,0.0301164459740473,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KHM_12","Cambodia (1973-1975)","KHM","Cambodia",1973,1975,-0.253430185633575,2,FALSE,30,2005,173.110975478668,30,"30 años después",0.253430185633575,1.73110975478668,32,0.0172967191315536,2.31875133641157,0.0284309529554141,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NER_6","Niger (1971-1973)","NER","Niger",1971,1973,-0.248191027496382,2,FALSE,30,2003,54.8563192017752,30,"30 años después",0.248191027496382,0.548563192017752,32,-0.0185891992249571,0.729657681779146,-0.0104509976155355,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MOZ_8","Mozambique (1980-1985)","MOZ","Mozambique",1980,1985,-0.246272493573265,5,FALSE,30,2015,56.0615811446437,30,"30 años después",0.246272493573265,0.560615811446437,35,-0.0163988908846809,0.74379110045247,-0.00981798783926235,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_RWA_4","Rwanda (1962-1964)","RWA","Rwanda",1962,1964,-0.243827160493827,2,FALSE,30,1994,54.5753935182522,30,"30 años después",0.243827160493827,0.545753935182522,32,-0.018746650149245,0.721731734690355,-0.0108111933179241,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SLV_27","El Salvador (1978-1983)","SLV","El Salvador",1978,1983,-0.238857142857143,5,FALSE,30,2013,179.314285714286,30,"30 años después",0.238857142857143,1.79314285714286,35,0.0168248228637526,2.35585585585586,0.0289753172146294,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MLI_12","Mali (1979-1982)","MLI","Mali",1979,1982,-0.234200743494424,3,FALSE,30,2012,107.74691076068,30,"30 años después",0.234200743494424,1.0774691076068,33,0.00226361484824955,1.40698635896227,0.0114466870672203,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CHL_76","Chile (1971-1975)","CHL","Chile",1971,1975,-0.232759603328394,4,FALSE,30,2005,195.343508964623,30,"30 años después",0.232759603328394,1.95343508964623,34,0.0198890084143108,2.54605349004106,0.0316417689061623,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BGR_32","Bulgaria (1987-1992)","BGR","Bulgaria",1987,1992,-0.228731352525515,5,FALSE,30,2022,202.422640271445,30,"30 años después",0.228731352525515,2.02422640271445,35,0.0203525626840928,2.62454127928416,0.0326863746174251,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SVK_2","Slovakia (1989-1992)","SVK","Slovakia",1989,1992,-0.227374363247907,3,FALSE,30,2022,216.108747741454,30,"30 años después",0.227374363247907,2.16108747741454,33,0.0236266549454003,2.79706933683842,0.0348802712984171,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_AFG_6","Afghanistan (1968-1972)","AFG","Afghanistan",1968,1972,-0.21937984496124,4,FALSE,30,2002,61.7687258330235,30,"30 años después",0.21937984496124,0.617687258330235,34,-0.0140698752045157,0.791277619906656,-0.00777317802411692,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_VNM_7","Viet Nam (1964-1968)","VNM","Viet Nam",1964,1968,-0.219341275402943,4,FALSE,30,1998,179.697579232638,30,"30 años después",0.219341275402943,1.79697579232638,34,0.0173878248090253,2.30187114510749,0.0281805094323275,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_RWA_14","Rwanda (1986-1991)","RWA","Rwanda",1986,1991,-0.219086844086561,5,FALSE,30,2021,128.317518029581,30,"30 años después",0.219086844086561,1.28317518029581,35,0.00714936745025718,1.64317270182863,0.0166920798793417,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBN_2","Lebanon (1955-1958)","LBN","Lebanon",1955,1958,-0.21398002853067,3,FALSE,30,1988,62.5534950071327,30,"30 años después",0.21398002853067,0.625534950071327,33,-0.0141160295575788,0.795825771324863,-0.00758359821845078,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BGD_16","Bangladesh (1970-1973)","BGD","Bangladesh",1970,1973,-0.211155378486056,3,FALSE,30,2003,170.391568849575,30,"30 años después",0.211155378486056,1.70391568849575,33,0.0162804678338722,2.16001433238602,0.0260028199505327,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SDN_14","Sudan (Former) (1977-1981)","SDN","Sudan (Former)",1977,1981,-0.210554658050619,4,FALSE,30,2011,197.576736672052,30,"30 años después",0.210554658050619,1.97576736672052,34,0.0202300519871703,2.50272851296044,0.0310517365640777,"Otros países","",FALSE
