"source_label","disaster_key","disaster_label","country_code","country","start_year","end_year","cumulative_growth","duration_years","is_venezuela","horizon_years_after_end","endpoint_year","horizon_index_start_100","horizon_years","horizon_label","fall_magnitude","horizon_ratio_to_start","total_years_from_start","horizon_cagr","post_disaster_ratio_to_end","post_disaster_cagr","highlight","reference_label","is_source_reference"
"Maddison (PIB per cápita)","maddison_CHL_78","Chile (1981-1983)","CHL","Chile",1981,1983,-0.186697782963827,2,FALSE,5,1988,97.5814150843322,5,"5 años después",0.186697782963827,0.975814150843322,7,-0.00349148054541515,1.19981739924351,0.0371057237396863,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_COG_6","Congo (1984-1990)","COG","Congo",1984,1990,-0.186535162950257,6,FALSE,5,1995,80.6945926497978,5,"5 años después",0.186535162950257,0.806945926497978,11,-0.0193109816489146,0.991986241746592,-0.00160791411882766,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LVA_8","Latvia (2007-2010)","LVA","Latvia",2007,2010,-0.18544206808921,3,FALSE,5,2015,105.403640054722,5,"5 años después",0.18544206808921,1.05403640054722,8,0.00660005816454556,1.29399808074383,0.0528990320649056,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GNB_18","Guinea-Bissau (1997-1998)","GNB","Guinea-Bissau",1997,1998,-0.185353722543591,1,FALSE,5,2003,85.1481311729945,5,"5 años después",0.185353722543591,0.851481311729945,6,-0.0264404526836333,1.04521598550545,0.00888393977029822,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_HTI_25","Haiti (1980-1987)","HTI","Haiti",1980,1987,-0.184682501211827,7,FALSE,5,1992,74.4532560905482,5,"5 años después",0.184682501211827,0.744532560905482,12,-0.024283517859085,0.9131811374245,-0.0180002291735932,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRQ_24","Iraq (2002-2003)","IRQ","Iraq",2002,2003,-0.183347065286359,1,FALSE,5,2008,185.403906033553,5,"5 años después",0.183347065286359,1.85403906033553,6,0.108374383513807,2.27029008471713,0.178192545181246,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_HUN_28","Hungary (1988-1992)","HUN","Hungary",1988,1992,-0.183196143089723,4,FALSE,5,1997,97.6383143392085,5,"5 años después",0.183196143089723,0.976383143392086,9,-0.00265205536574364,1.19537038804573,0.0363357943112919,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DMA_12","Dominica (1978-1979)","DMA","Dominica",1978,1979,-0.183086680761099,1,FALSE,5,1984,118.477801268499,5,"5 años después",0.183086680761099,1.18477801268499,6,0.0286623178733032,1.45031055900621,0.0771897240668571,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GMB_6","Gambia (1969-1972)","GMB","Gambia",1969,1972,-0.18109269490485,3,FALSE,5,1977,86.9858809085328,5,"5 años después",0.18109269490485,0.869858809085329,8,-0.017277056144072,1.06221889055472,0.0121451633693528,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KEN_19","Kenya (1951-1953)","KEN","Kenya",1951,1953,-0.179007323026851,2,FALSE,5,1958,94.060211554109,5,"5 años después",0.179007323026851,0.94060211554109,7,-0.00870971451265079,1.14568880079286,0.0275745358964703,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NER_14","Niger (1988-1993)","NER","Niger",1988,1993,-0.178337142979854,5,FALSE,5,1998,80.4310936276771,5,"5 años después",0.178337142979854,0.804310936276771,10,-0.0215415292462148,0.978881945806455,-0.00425974747472546,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MNG_2","Mongolia (1989-1992)","MNG","Mongolia",1989,1992,-0.175173627379803,3,FALSE,5,1997,109.543578810167,5,"5 años después",0.175173627379803,1.09543578810167,8,0.0114591922465921,1.32808045967521,0.0583879273722481,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SLE_14","Sierra Leone (1989-1992)","SLE","Sierra Leone",1989,1992,-0.174806213829402,3,FALSE,5,1997,53.915861353506,5,"5 años después",0.174806213829402,0.53915861353506,8,-0.0743121393617567,0.653372120065378,-0.081599482510233,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CPV_6","Cabo Verde (1974-1975)","CPV","Cabo Verde",1974,1975,-0.173680694722779,1,FALSE,5,1980,90.313961255845,5,"5 años después",0.173680694722779,0.90313961255845,6,-0.0168363455177227,1.09296685529507,0.0179381672485204,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_POL_103","Poland (1988-1991)","POL","Poland",1988,1991,-0.173619128024969,3,FALSE,5,1996,109.082911069915,5,"5 años después",0.173619128024969,1.09082911069915,8,0.0109265205115812,1.32000769583654,0.0570981009845763,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_ARM_7","Armenia (2008-2010)","ARM","Armenia",2008,2010,-0.173597277008925,2,FALSE,5,2015,99.9557483734641,5,"5 años después",0.173597277008925,0.999557483734641,7,-6.32286016413186e-05,1.20952830372685,0.0387791095143972,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SYR_10","Syrian Arab Republic (1962-1966)","SYR","Syrian Arab Republic",1962,1966,-0.173029251363411,4,FALSE,5,1971,99.0249545529664,5,"5 años después",0.173029251363411,0.990249545529664,9,-0.00108810773935386,1.19744204636291,0.0366947536634632,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_URY_52","Uruguay (1981-1984)","URY","Uruguay",1981,1984,-0.172695668514517,3,FALSE,5,1989,96.8242037019637,5,"5 años después",0.172695668514517,0.968242037019637,8,-0.00402602184531986,1.17035775127768,0.0319620513946415,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_PER_196","Peru (1981-1983)","PER","Peru",1981,1983,-0.172229446611761,2,FALSE,5,1988,86.7360208062419,5,"5 años después",0.172229446611761,0.867360208062419,7,-0.0201234683530078,1.04782684587188,0.0093874581260851,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BFA_8","Burkina Faso (1972-1976)","BFA","Burkina Faso",1972,1976,-0.170790103750998,4,FALSE,5,1981,94.6528332003192,5,"5 años después",0.170790103750998,0.946528332003192,9,-0.00608743771645393,1.14148219441771,0.0268188395674105,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_URY_58","Uruguay (1998-2002)","URY","Uruguay",1998,2002,-0.170597034111211,4,FALSE,5,2007,101.688489578408,5,"5 años después",0.170597034111211,1.01688489578408,9,0.0018621684092146,1.22604444112927,0.0416006506623403,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CIV_14","Côte d'Ivoire (1980-1984)","CIV","Côte d'Ivoire",1980,1984,-0.169074700276668,4,FALSE,5,1989,72.0258223178604,5,"5 años después",0.169074700276668,0.720258223178604,9,-0.0358039269504113,0.866814650388458,-0.0281813068034866,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_OMN_8","Oman (1972-1973)","OMN","Oman",1972,1973,-0.166480625099665,1,FALSE,5,1978,103.859033646946,5,"5 años después",0.166480625099665,1.03859033646946,6,0.00633067924400543,1.24603022766405,0.0449745551344536,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_QAT_14","Qatar (1976-1977)","QAT","Qatar",1976,1977,-0.166216534648081,1,FALSE,5,1982,52.6491326650837,5,"5 años después",0.166216534648081,0.526491326650837,6,-0.101402505153274,0.631448509750212,-0.0878472148729145,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BDI_2","Burundi (1959-1961)","BDI","Burundi",1959,1961,-0.164402173913043,2,FALSE,5,1966,97.2826086956522,5,"5 años después",0.164402173913043,0.972826086956522,7,-0.00392797264966938,1.16422764227642,0.0308787355466964,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TTO_4","Trinidad and Tobago (1981-1983)","TTO","Trinidad and Tobago",1981,1983,-0.163365848852104,2,FALSE,5,1988,69.9477781062174,5,"5 años después",0.163365848852104,0.699477781062174,7,-0.0497785140795938,0.836061712401366,-0.0351769573898232,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SRB_18","Serbia (1998-1999)","SRB","Serbia",1998,1999,-0.162207253520606,1,FALSE,5,2004,128.899760550424,5,"5 años después",0.162207253520606,1.28899760550424,6,0.0432186722605568,1.53856381655358,0.0899914791626302,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SYR_6","Syrian Arab Republic (1957-1958)","SYR","Syrian Arab Republic",1957,1958,-0.162082684656634,1,FALSE,5,1963,101.280055353745,5,"5 años después",0.162082684656634,1.01280055353745,6,0.00212213503953351,1.20871180842279,0.0386388255085317,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CYP_15","Cyprus (2008-2014)","CYP","Cyprus",2008,2014,-0.160851600305672,6,FALSE,5,2019,105.386163019803,5,"5 años después",0.160851600305672,1.05386163019803,11,0.00478058715962004,1.2558703926289,0.04661984317141,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TCD_4","Chad (1962-1968)","TCD","Chad",1962,1968,-0.160358565737052,6,FALSE,5,1973,74.3027888446215,5,"5 años después",0.160358565737052,0.743027888446215,11,-0.0266406786542763,0.884934756820878,-0.0241518332834598,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_JOR_9","Jordan (1965-1968)","JOR","Jordan",1965,1968,-0.160031533307056,3,FALSE,5,1973,75.0098541584549,5,"5 años después",0.160031533307056,0.750098541584549,8,-0.0353055274568781,0.893007977475364,-0.0223777714653131,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CSK_16","Czechoslovakia (1989-1992)","CSK","Czechoslovakia",1989,1992,-0.159778966080206,3,FALSE,5,1997,101.598513270073,5,"5 años después",0.159778966080206,1.01598513270073,8,0.00198430561896545,1.20918792994382,0.0387206382937522,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SYC_14","Seychelles (1979-1983)","SYC","Seychelles",1979,1983,-0.159636309435087,4,FALSE,5,1988,106.036667163512,5,"5 años después",0.159636309435087,1.06036667163512,9,0.0065340057435106,1.26179496275275,0.0476054711214706,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BRB_6","Barbados (1989-1993)","BRB","Barbados",1989,1993,-0.159609026785465,4,FALSE,5,1998,91.7525683343577,5,"5 años después",0.159609026785465,0.917525683343577,9,-0.00951826807518585,1.09178431538121,0.0177177993924973,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TJK_1","Tajikistan (1973-1982)","TJK","Tajikistan",1973,1982,-0.157652826719779,9,FALSE,5,1987,77.2177110464226,5,"5 años después",0.157652826719779,0.772177110464226,14,-0.0182977637969453,0.916696980720262,-0.0172452305570213,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_YEM_12","Yemen (2010-2012)","YEM","Yemen",2010,2012,-0.155434206621,2,FALSE,5,2017,48.1047616421014,5,"5 años después",0.155434206621,0.481047616421014,7,-0.0992623934189421,0.569579800877802,-0.106466342926252,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_STP_15","Sao Tome and Principe (1979-1981)","STP","Sao Tome and Principe",1979,1981,-0.155386949924127,2,FALSE,5,1986,73.3839150227618,5,"5 años después",0.155386949924127,0.733839150227618,7,-0.0432463551893644,0.868846568451311,-0.0277261213672838,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SDN_12","Sudan (Former) (1971-1973)","SDN","Sudan (Former)",1971,1973,-0.154996600951734,2,FALSE,5,1978,120.054384772264,5,"5 años después",0.154996600951734,1.20054384772264,7,0.0264545355950634,1.42075623491553,0.0727633161725318,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_UGA_29","Uganda (1983-1986)","UGA","Uganda",1983,1986,-0.153846153846154,3,FALSE,5,1991,90.2766596000296,5,"5 años después",0.153846153846154,0.902766596000296,8,-0.0127050056289371,1.06690597709126,0.0130368177821691,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TCD_6","Chad (1969-1973)","TCD","Chad",1969,1973,-0.153234960272418,4,FALSE,5,1978,91.7139614074915,5,"5 años después",0.153234960272418,0.917139614074915,9,-0.00956458419778849,1.08310991957105,0.016095450070631,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DMA_8","Dominica (1964-1965)","DMA","Dominica",1964,1965,-0.152219873150106,1,FALSE,5,1970,105.144467935166,5,"5 años después",0.152219873150106,1.05144467935166,6,0.00839590012517677,1.2402327514547,0.044000337731297,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DOM_8","Dominican Republic (1964-1965)","DOM","Dominican Republic",1964,1965,-0.151374207188161,1,FALSE,5,1970,105.200845665962,5,"5 años después",0.151374207188161,1.05200845665962,6,0.00848599580742859,1.23966118584953,0.0439040937458386,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TZA_14","U.R. of Tanzania: Mainland (1978-1985)","TZA","U.R. of Tanzania: Mainland",1978,1985,-0.151057401812689,7,FALSE,5,1990,88.1168177240685,5,"5 años después",0.151057401812689,0.881168177240685,12,-0.0104868569130487,1.03795966785291,0.00747921632806992,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_VNM_11","Viet Nam (1973-1975)","VNM","Viet Nam",1973,1975,-0.150787696924231,2,FALSE,5,1980,90.5476369092273,5,"5 años después",0.150787696924231,0.905476369092273,7,-0.0140847400193361,1.06625441696113,0.0129130551053538,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_JOR_11","Jordan (1969-1972)","JOR","Jordan",1969,1972,-0.150678733031674,3,FALSE,5,1977,114.751131221719,5,"5 años después",0.150678733031674,1.14751131221719,8,0.0173482021517475,1.35109216835376,0.0620305148571747,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBR_50","Liberia (1979-1995)","LBR","Liberia",1979,1995,-0.916942347997066,16,FALSE,10,2005,16.612925451933,10,"10 años después",0.916942347997066,0.16612925451933,26,-0.0667088270111481,2.00016796180876,0.0717824630466242,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GEO_4","Georgia (1988-1994)","GEO","Georgia",1988,1994,-0.76382706560621,6,FALSE,10,2004,43.2506523686494,10,"10 años después",0.76382706560621,0.432506523686494,16,-0.0510364280359679,1.83131282505616,0.0623711140546079,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRQ_20","Iraq (1987-1991)","IRQ","Iraq",1987,1991,-0.749051209057368,4,FALSE,10,2001,68.5335181680545,10,"10 años después",0.749051209057368,0.685335181680545,14,-0.0266281379393191,2.73097622469604,0.105685952289914,"Otros países","Iraq (1987-1991)",TRUE
"Maddison (PIB per cápita)","maddison_QAT_18","Qatar (1980-1990)","QAT","Qatar",1980,1990,-0.744766681203663,10,FALSE,10,2000,99.8432679986764,10,"10 años después",0.744766681203663,0.998432679986764,20,-7.84244018522395e-05,3.91184303325014,0.146141246788139,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TJK_5","Tajikistan (1988-1997)","TJK","Tajikistan",1988,1997,-0.718471013568354,9,FALSE,10,2007,48.0001702113538,10,"10 años después",0.718471013568354,0.480001702113538,19,-0.0378931559169486,1.7049814592718,0.0548044809453765,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBN_12","Lebanon (1973-1976)","LBN","Lebanon",1973,1976,-0.70918185066095,3,FALSE,10,1986,64.3086816720257,10,"10 años después",0.70918185066095,0.643086816720257,13,-0.0333895005260468,2.21130221130221,0.082591991395907,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_AFG_14","Afghanistan (1986-1994)","AFG","Afghanistan",1986,1994,-0.681231727463138,8,FALSE,10,2004,64.6606601775902,10,"10 años después",0.681231727463138,0.646606601775902,18,-0.0239321514093143,2.02845344873878,0.0732885704606876,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MDA_6","Republic of Moldova (1989-1996)","MDA","Republic of Moldova",1989,1996,-0.678703669108107,7,FALSE,10,2006,41.2429087121609,10,"10 años después",0.678703669108107,0.412429087121609,17,-0.0507655586495425,1.28364082458315,0.0252844060810646,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_AZE_2","Azerbaijan (1988-1995)","AZE","Azerbaijan",1988,1995,-0.678460651251502,7,FALSE,10,2005,80.9779845192557,10,"10 años después",0.678460651251502,0.809779845192557,17,-0.0123346418754102,2.51844711493134,0.0967642443199768,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_MNE_19","Montenegro (1986-1993)","MNE","Montenegro",1986,1993,-0.628250268580291,7,FALSE,10,2003,92.8194753553852,10,"10 años después",0.628250268580291,0.928194753553852,17,-0.00437356706430381,2.49682696476763,0.0958190463118977,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_ARM_5","Armenia (1989-1993)","ARM","Armenia",1989,1993,-0.607586962729169,4,FALSE,10,2003,64.0687978931161,10,"10 años después",0.607586962729169,0.640687978931161,14,-0.0313005768755336,1.63268780106554,0.0502442555489828,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBN_20","Lebanon (1987-1989)","LBN","Lebanon",1987,1989,-0.598839084166398,2,FALSE,10,1999,115.245965777635,10,"10 años después",0.598839084166398,1.15245965777635,12,0.011895064481126,2.87281141379781,0.111298458059438,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_DJI_14","Djibouti (1976-1991)","DJI","Djibouti",1976,1991,-0.587260621926879,15,FALSE,10,2001,37.8372095534465,10,"10 años después",0.587260621926879,0.378372095534465,25,-0.0381291486772354,0.916733695972746,-0.00865614365528034,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BIH_13","Bosnia and Herzegovina (1989-1993)","BIH","Bosnia and Herzegovina",1989,1993,-0.578149410053121,4,FALSE,10,2003,112.522844291687,10,"10 años después",0.578149410053121,1.12522844291687,14,0.00846318881134644,2.6673624968939,0.103083031736342,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SRB_16","Serbia (1989-1993)","SRB","Serbia",1989,1993,-0.573689539124695,4,FALSE,10,2003,69.6691803712532,10,"10 años después",0.573689539124695,0.696691803712532,14,-0.0254847907884678,1.63423576865104,0.0503437877961601,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBY_14","Libya (2010-2011)","LBY","Libya",2010,2011,-0.557809885374582,1,FALSE,10,2021,50.7494781974733,10,"10 años después",0.557809885374582,0.507494781974733,11,-0.0597982551264213,1.14768459354781,0.013869959205304,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_UKR_4","Ukraine (1989-1997)","UKR","Ukraine",1989,1997,-0.542510987915124,8,FALSE,10,2007,102.715913972164,10,"10 años después",0.542510987915124,1.02715913972164,18,0.001489823956349,2.2452105134518,0.0842407025285021,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_ARE_12","United Arab Emirates (1980-1988)","ARE","United Arab Emirates",1980,1988,-0.54231570367687,8,FALSE,10,1998,89.8111637077083,10,"10 años después",0.54231570367687,0.898111637077083,18,-0.0059522647146234,1.96229506734705,0.0697355560968311,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KGZ_5","Kyrgyzstan (1990-1995)","KGZ","Kyrgyzstan",1990,1995,-0.516539479237331,5,FALSE,10,2005,61.8980434575468,10,"10 años después",0.516539479237331,0.618980434575468,15,-0.0314728604992192,1.28031226541314,0.0250182328241415,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KWT_14","Kuwait (1979-1982)","KWT","Kuwait",1979,1982,-0.5085894796621,3,FALSE,10,1992,46.0178424313796,10,"10 años después",0.5085894796621,0.460178424313796,13,-0.0579558647072003,0.936443981698585,-0.00654504482951546,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KWT_20","Kuwait (1989-1991)","KWT","Kuwait",1989,1991,-0.503117326042274,2,FALSE,10,2001,293.094003704239,10,"10 años después",0.503117326042274,2.93094003704239,12,0.0937479309051625,5.89865614290216,0.194195163651527,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_ZWE_33","Zimbabwe (1998-2008)","ZWE","Zimbabwe",1998,2008,-0.494505529491761,10,FALSE,10,2018,80.2103778527411,10,"10 años después",0.494505529491761,0.802103778527411,20,-0.0109653019403112,1.58677062821469,0.0472525229291103,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_AGO_14","Angola (1973-1977)","AGO","Angola",1973,1977,-0.474053295932679,4,FALSE,10,1987,42.4614305750351,10,"10 años después",0.474053295932679,0.424614305750351,14,-0.0593497239481517,0.807333333333334,-0.0211744695680158,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LTU_4","Lithuania (1988-1994)","LTU","Lithuania",1988,1994,-0.472762431170335,6,FALSE,10,2004,100.974796149692,10,"10 años después",0.472762431170335,1.00974796149692,16,0.000606481125337677,1.9151669402814,0.0671381929939658,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CUB_36","Cuba (1988-1993)","CUB","Cuba",1988,1993,-0.467868246757234,5,FALSE,10,2003,90.2418072501043,10,"10 años después",0.467868246757234,0.902418072501043,15,-0.00682178335623296,1.69585458300841,0.0542384724821237,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LVA_6","Latvia (1990-1993)","LVA","Latvia",1990,1993,-0.466067926792929,3,FALSE,10,2003,89.4731402467221,10,"10 años después",0.466067926792929,0.894731402467221,13,-0.00851978491315564,1.67574013131109,0.0529813205356309,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SLE_16","Sierra Leone (1994-1999)","SLE","Sierra Leone",1994,1999,-0.457326841325899,5,FALSE,10,2009,91.8777151786482,10,"10 años después",0.457326841325899,0.918777151786482,15,-0.00563152822118684,1.69305803521093,0.0540644942180877,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_RWA_16","Rwanda (1992-1994)","RWA","Rwanda",1992,1994,-0.456631272378131,2,FALSE,10,2004,89.0403238670327,10,"10 años después",0.456631272378131,0.890403238670327,12,-0.00962676660838402,1.63867221907912,0.0506285762909979,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TCD_8","Chad (1975-1981)","TCD","Chad",1975,1981,-0.452731092436975,6,FALSE,10,1991,73.8743426754322,10,"10 años después",0.452731092436975,0.738743426754322,16,-0.0187473291520812,1.34987282585435,0.0304556040751394,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRN_7","Iran (Islamic Republic of) (1976-1981)","IRN","Iran (Islamic Republic of)",1976,1981,-0.448007501172058,5,FALSE,10,1991,59.8270031854764,10,"10 años después",0.448007501172058,0.598270031854764,15,-0.0336677288428583,1.08383724982692,0.00808326995638353,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_IRQ_18","Iraq (1979-1986)","IRQ","Iraq",1979,1986,-0.443588076887362,7,FALSE,10,1996,21.7060326251413,10,"10 años después",0.443588076887362,0.217060326251413,17,-0.085938702682138,0.390107251902782,-0.0898386224972518,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_YUG_24","Former Yugoslavia (1989-1993)","YUG","Former Yugoslavia",1989,1993,-0.438400223171273,4,FALSE,10,2003,97.967337745167,10,"10 años después",0.438400223171273,0.97967337745167,14,-0.00146578548447263,1.74443334536873,0.0572201646954851,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBR_52","Liberia (2002-2005)","LBR","Liberia",2002,2005,-0.437558247364198,3,FALSE,10,2015,64.4196131846018,10,"10 años después",0.437558247364198,0.644196131846018,13,-0.0332613418635858,1.14535617035379,0.0136640771748728,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_COD_18","D.R. of the Congo (1986-1994)","COD","D.R. of the Congo",1986,1994,-0.430781454574356,8,FALSE,10,2004,50.2705282598964,10,"10 años después",0.430781454574356,0.502705282598964,18,-0.0374876675754859,0.883149866846058,-0.0123491524054211,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KWT_10","Kuwait (1971-1975)","KWT","Kuwait",1971,1975,-0.412802726055738,4,FALSE,10,1985,26.3985233864752,10,"10 años después",0.412802726055738,0.263985233864752,14,-0.0907480112160852,0.449568221070812,-0.0768345116441985,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_BLR_4","Belarus (1989-1995)","BLR","Belarus",1989,1995,-0.411954753139423,6,FALSE,10,2005,106.193206490811,10,"10 años después",0.411954753139423,1.06193206490811,16,0.00376268317022954,1.80586795076994,0.0608857087686461,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SUN_59","Former USSR (1989-1996)","SUN","Former USSR",1989,1996,-0.401293063282831,7,FALSE,10,2006,121.294303723559,10,"10 años después",0.401293063282831,1.21294303723559,17,0.0114205854324647,2.0259378384463,0.0731553909813241,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_CMR_8","Cameroon (1986-1994)","CMR","Cameroon",1986,1994,-0.397839256921597,8,FALSE,10,2004,81.9320171503034,10,"10 años después",0.397839256921597,0.819320171503034,18,-0.0110100706750935,1.36063365292539,0.0312741238845615,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_SAU_6","Saudi Arabia (1981-1986)","SAU","Saudi Arabia",1981,1986,-0.397139251156921,5,FALSE,10,1996,94.7996689787365,10,"10 años después",0.397139251156921,0.947996689787365,15,-0.00355395426959337,1.57249695158728,0.0463066395232812,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_HRV_8","Croatia (1986-1993)","HRV","Croatia",1986,1993,-0.393761082170465,7,FALSE,10,2003,109.187698107051,10,"10 años después",0.393761082170465,1.09187698107051,17,0.00518387332705483,1.80106711885086,0.0606033383325009,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBN_16","Lebanon (1980-1982)","LBN","Lebanon",1980,1982,-0.387369791666667,2,FALSE,10,1992,100.217131696701,10,"10 años después",0.387369791666667,1.00217131696701,12,0.000180763257799921,1.63585031122352,0.0504475103642144,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_NIC_34","Nicaragua (1983-1993)","NIC","Nicaragua",1983,1993,-0.384727408339616,10,FALSE,10,2003,88.715449267586,10,"10 años después",0.384727408339616,0.88715449267586,20,-0.0059689216542288,1.44188852989822,0.0372732275173511,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_PSE_26","State of Palestine (1999-2002)","PSE","State of Palestine",1999,2002,-0.38076305638382,3,FALSE,10,2012,81.4550828911846,10,"10 años después",0.38076305638382,0.814550828911846,13,-0.0156545162124508,1.31541058282971,0.0277941303974036,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_TKM_7","Turkmenistan (1993-1997)","TKM","Turkmenistan",1993,1997,-0.379689332668402,4,FALSE,10,2007,235.197051750681,10,"10 años después",0.379689332668402,2.35197051750681,14,0.0629940854728244,3.79160095315518,0.142568541444421,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_KAZ_7","Kazakhstan (1988-1995)","KAZ","Kazakhstan",1988,1995,-0.373852542557151,7,FALSE,10,2005,124.297003614594,10,"10 años después",0.373852542557151,1.24297003614594,17,0.0128765333498413,1.98510753556704,0.070972708280167,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_LBY_10","Libya (1979-1984)","LBY","Libya",1979,1984,-0.373211534228483,5,FALSE,10,1994,73.1353353570846,10,"10 años después",0.373211534228483,0.731353353570846,15,-0.0206412290317941,1.16682643907721,0.0155483996648353,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_UZB_5","Uzbekistan (1988-1996)","UZB","Uzbekistan",1988,1996,-0.372921859786908,8,FALSE,10,2006,77.9484830104742,10,"10 años después",0.372921859786908,0.779484830104742,18,-0.0137447799257722,1.24304258132784,0.0219945988492938,"Otros países","",FALSE
"Maddison (PIB per cápita)","maddison_GAB_2","Gabon (1976-1978)","GAB","Gabon",1976,1978,-0.371381501529772,2,FALSE,10,1988,54.7736722366047,10,"10 años después",0.371381501529772,0.547736722366047,12,-0.0489259731712375,0.871334082116561,-0.0136785678519334,"Otros países","",FALSE
