"indicator_id","country","country_code","year","indicator_value","gdp_per_capita","population","owid_region","gdp_population"
"daily_income","Kiribati","KIR",2023,8.05118465423584,3140.5833,132540,"Oceanía",NA
"daily_income","South Korea","KOR",2021,54.25146484375,51718.25,51848401,"Asia",NA
"daily_income","Laos","LAO",2024,6.17050647735596,8600.324,7665001,"Asia",NA
"daily_income","Lebanon","LBN",2022,8.18707275390625,11474.751,5744492,"Asia",NA
"daily_income","Liberia","LBR",2016,3.87180018424988,1653.3105,4755607,"África",NA
"daily_income","Saint Lucia","LCA",2015,16.9911117553711,21142.973,174919,"América del Norte",NA
"daily_income","Sri Lanka","LKA",2019,7.90575838088989,14637.444,22410552,"Asia",NA
"daily_income","Lesotho","LSO",2017,3.58004951477051,2924.681,2157117,"África",NA
"daily_income","Lithuania","LTU",2023,37.5957069396973,46159.707,2854104,"Europa",NA
"daily_income","Latvia","LVA",2023,32.9529342651367,37277.723,1882399,"Europa",NA
"daily_income","Morocco","MAR",2013,8.43462085723877,7839.032,33787573,"África",NA
"daily_income","Moldova","MDA",2023,11.6480894088745,15990.4795,3067072,"Europa",NA
"daily_income","Madagascar","MDG",2021,2.23939442634583,1577.4325,29691087,"África",NA
"daily_income","Maldives","MDV",2019,15.0143671035767,21855.502,487737,"Asia",NA
"daily_income","Mexico","MEX",2024,14.2918071746826,22039.629,129739761,"América del Norte",NA
"daily_income","Marshall Islands","MHL",2019,10.1585397720337,6405.0757,44030,"Oceanía",NA
"daily_income","North Macedonia","MKD",2019,15.5196418762207,21766.975,1897643,"Europa",NA
"daily_income","Mali","MLI",2021,3.6697416305542,2796.228,22388637,"África",NA
"daily_income","Malta","MLT",2023,56.0288772583008,60418.395,532964,"Europa",NA
"daily_income","Myanmar","MMR",2017,5.4398775100708,5877.8745,51894939,"Asia",NA
"daily_income","Montenegro","MNE",2021,17.7781372070312,23690.078,603854,"Europa",NA
"daily_income","Mongolia","MNG",2022,12.0282621383667,15310.435,3386015,"Asia",NA
"daily_income","Mozambique","MOZ",2022,1.4781801700592,1476.6656,32656242,"África",NA
"daily_income","Mauritania","MRT",2019,6.05978393554688,6162.2104,4467714,"África",NA
"daily_income","Mauritius","MUS",2017,13.5119571685791,24361.875,1290654,"África",NA
"daily_income","Malawi","MWI",2019,1.92093133926392,1687.2894,19025748,"África",NA
"daily_income","Malaysia","MYS",2021,29.554759979248,29822.85,34282404,"Asia",NA
"daily_income","Namibia","NAM",2015,6.20539617538452,12166.565,2374305,"África",NA
"daily_income","Niger","NER",2021,2.66158080101013,1585.5992,24502145,"África",NA
"daily_income","Nigeria","NGA",2022,3.38732481002808,7752.262,223150906,"África",NA
"daily_income","Nicaragua","NIC",2014,8.9005012512207,6712.2173,6066493,"América del Norte",NA
"daily_income","Netherlands","NLD",2021,69.0861434936523,68573.56,17730565,"Europa",NA
"daily_income","Norway","NOR",2023,77.7559127807617,90085.44,5519167,"Europa",NA
"daily_income","Nepal","NPL",2022,8.03238296508789,4763.3877,29715435,"Asia",NA
"daily_income","Nauru","NRU",2012,6.27219676971436,9639.566,10289,"Oceanía",NA
"daily_income","Pakistan","PAK",2024,4.32220888137817,5500.3237,247504505,"Asia",NA
"daily_income","Panama","PAN",2024,18.57639503479,36394.918,4458758,"América del Norte",NA
"daily_income","Peru","PER",2024,10.6696538925171,15661.75,33845616,"América del Sur",NA
"daily_income","Philippines","PHL",2023,5.66749811172485,9898.533,114891199,"Asia",NA
"daily_income","Papua New Guinea","PNG",2009,2.89411735534668,3349.6436,7406442,"Oceanía",NA
"daily_income","Poland","POL",2023,38.8391723632812,43672.766,38762847,"Europa",NA
"daily_income","Portugal","PRT",2023,33.6769142150879,41768.254,10430735,"Europa",NA
"daily_income","Paraguay","PRY",2024,14.9219741821289,16296.283,6844150,"América del Sur",NA
"daily_income","Palestine","PSE",2023,12.0482587814331,5361.131,5409201,"Asia",NA
"daily_income","Qatar","QAT",2017,73.3646926879883,115064.836,2706716,"Asia",NA
"daily_income","Romania","ROU",2023,29.8524150848389,40116.855,19118482,"Europa",NA
"daily_income","Russia","RUS",2020,20.2921009063721,36376.336,146371295,"Europa",NA
"daily_income","Rwanda","RWA",2023,3.51024484634399,3062.999,13954473,"África",NA
"daily_income","Sudan","SDN",2014,5.91506719589233,4207.5005,38823324,"África",NA
"daily_income","Senegal","SEN",2021,5.03561782836914,4173.6772,17220866,"África",NA
"daily_income","Solomon Islands","SLB",2012,3.43079447746277,2743.4585,573623,"Oceanía",NA
"daily_income","Sierra Leone","SLE",2018,3.35865330696106,2767.3801,7554568,"África",NA
"daily_income","El Salvador","SLV",2023,11.8798818588257,11424.6455,6309629,"América del Norte",NA
"daily_income","Serbia","SRB",2023,21.0575294494629,25735.24,6773204,"Europa",NA
"daily_income","Sao Tome and Principe","STP",2017,5.96634721755981,5521.2026,206986,"África",NA
"daily_income","Suriname","SUR",2022,14.4376420974731,18742.588,623172,"América del Sur",NA
