"date","year","gdp_growth","gdp_pc_growth","gdp_index","gdp_pc_index","population"
1922-12-31,1922,0.0411108522920753,0.035383773864627,1062.42659885635,313.258667106668,3024761
1923-12-31,1923,0.102073080864521,0.0933874643830217,1170.87175499403,342.513099723765,3048789
1924-12-31,1924,0.20651327004489,0.195393265218429,1412.67230992105,409.437852658877,3077150
1925-12-31,1925,0.242761545738437,0.22788400411408,1755.61482349937,502.742189958652,3114434
1926-12-31,1926,0.230838649037397,0.216029674598329,2160.87857758599,611.349421662271,3152362
1927-12-31,1927,0.119299299934366,0.10768783384343,2418.66987913517,677.184316602515,3185407
1928-12-31,1928,0.247437450517916,0.233745592479138,3017.13938767286,835.47316590435,3220758
1929-12-31,1929,0.121398502524668,0.10815265759865,3383.41559124453,925.831809149263,3259256
1930-12-31,1930,-0.0214677666421573,-0.03361204674456,3310.78121487826,894.712707102538,3300214
1931-12-31,1931,-0.0405195749312753,-0.0507361555802708,3176.62976736094,849.318423995338,3335733
1932-12-31,1932,-0.107976785885395,-0.116638185009039,2833.62749513344,750.255464525785,3368440
1933-12-31,1933,0.0478558530871938,0.0379503914246033,2969.23315624438,778.727953072986,3400586
1934-12-31,1934,0.110617987267725,0.100837758110738,3297.68375171672,857.25313403903,3430798
1935-12-31,1935,0.31847750645108,0.305465838510309,4347.92185002771,1119.11468144385,3464993
1936-12-31,1936,-0.00402711248019383,-0.0166909665251556,4330.41227968255,1100.43557575806,3509618
1937-12-31,1937,0.152218744007188,0.13431466016824,4989.58219792913,1248.24020615305,3565014
1938-12-31,1938,0.0689932115319039,0.0517963352257693,5333.82949796668,1312.89447431324,3623302
1939-12-31,1939,0.0464707076737498,0.0250436215797802,5581.69632934831,1345.77410670212,3699042
1940-12-31,1940,-0.049600027643988,-0.070884297040598,5304.84403711229,1250.3798551731,3783780
1941-12-31,1941,0.0919577217702878,0.0710434206797528,5792.66540911183,1339.21111723365,3857666
1942-12-31,1942,-0.210116665766829,-0.225527749404567,4575.52986744641,1037.18184798637,3934429
1943-12-31,1943,0.093388914102623,0.0701314602502148,5002.83363321135,1109.92092553067,4019937
1944-12-31,1944,0.321269549037555,0.291057997277928,6610.09173846307,1432.97228725249,4114006
1945-12-31,1945,0.215489296827269,0.184114061682762,8034.49575914822,1696.80263533739,4223014
1946-12-31,1946,0.165350883332855,0.132150538119526,9363.00673005745,1921.03601667985,4346854
1947-12-31,1947,0.14329350754406,0.107884117594117,10704.664805566,2128.28529220588,4485785
1948-12-31,1948,0.113043829685806,0.0801912926461528,11914.7611106901,2298.95524090766,4622214
1949-12-31,1949,0.0178168585447902,-0.0222701145635403,12127.0447239942,2247.7572443162,4811725
1950-12-31,1950,-0.00523535910600659,-0.0444144224012409,12063.5552899695,2147.92440461169,5009006
1951-12-31,1951,0.11668107173725,0.0729292169641766,13471.1438501647,2304.57084953826,5213263
1952-12-31,1952,0.0728257810301141,0.0296756025545428,14452.190422422,2372.96037812795,5431733
1953-12-31,1953,0.0618482324391672,0.0186633716845654,15346.032854923,2417.2478196577,5662004
1954-12-31,1954,0.0962940086473183,0.0517745521199782,16823.763875357,2542.39974288347,5901665
1955-12-31,1955,0.0887937348583014,0.0451169822359958,18317.6087042241,2657.10514691994,6148303
1956-12-31,1956,0.105614489003878,0.0615485813807255,20252.2135872938,2820.64619929229,6403525
1957-12-31,1957,0.116119067677622,0.071698842867308,22603.8817474584,3022.88326791961,6668941
1958-12-31,1958,0.0132930766972785,-0.026583349737606,22904.3568811836,2942.52490479255,6942137
1959-12-31,1959,0.0786707498758492,0.0370570788727855,24706.2598124503,3051.56628227458,7220702
1960-12-31,1960,0.0398235181277553,0.000804262656066257,25690.1499979605,3054.02054307793,7502222
1961-12-31,1961,0.0506217023945683,0.0123463722592314,26990.6291256291,3091.72661759011,7785870
1962-12-31,1962,0.0904302019315204,0.051613846546247,29431.3971677185,3251.30252079335,8073256
1963-12-31,1963,0.0685024154589375,0.0311603442349817,31447.5189640385,3352.61422655333,8365618
1964-12-31,1964,0.0973566024655608,0.0595399628361228,34509.1425663486,3552.22875300618,8664200
1965-12-31,1965,0.0586700359820922,0.0225510023371767,36533.7952024274,3632.33507191741,8970241
1966-12-31,1966,0.023376488597151,-0.0107358845701276,37387.8270493876,3593.33874186527,9279558
1967-12-31,1967,0.0402849609573088,0.00647060178570591,38893.9942023508,3616.58980594503,9591323
1968-12-31,1968,0.0520069212584973,0.0179912794982204,40916.7510962609,3681.65688397421,9911812
1969-12-31,1969,0.0417008083268744,0.00759610332435834,42623.0126910845,3709.62313006971,10247303
1970-12-31,1970,0.0764488286066578,0.040232313677218,45881.4920830047,3858.86985146294,10604071
1971-12-31,1971,0.0307105897223221,-0.00495855464066164,47290.5397622138,3839.73543445326,10984194
1972-12-31,1972,0.032573914043188,-0.0036453506311025,48830.9777394841,3825.738252464,11383489
1973-12-31,1973,0.062554510196887,0.0251498985515908,51885.5756344126,3921.95518139841,11798838
1974-12-31,1974,0.0606356968215152,0.0234840766190003,55031.6936679907,4014.05867737466,12227126
1975-12-31,1975,0.060676414410854,0.0239860661274527,58370.8195187208,4110.34015424964,12665235
1976-12-31,1976,0.0877097660555448,0.0500894847889812,63490.5104431783,4316.22497488347,13118977
1977-12-31,1977,0.0672213738279073,0.0301992355472374,67758.4297802038,4446.57166957485,13590432
1978-12-31,1978,0.0213835805127249,-0.0134914023234711,69207.3476188246,4386.58118222046,14070880
1979-12-31,1979,0.0133549806221844,-0.0201218855671642,70131.6104051868,4298.31489764075,14551602
1980-12-31,1980,-0.019884748565817,-0.050694823640753,68737.0609657638,4080.41258195243,15023880
1981-12-31,1981,-0.00301883807690773,-0.0326859480124644,68529.5549088257,3947.04042842933,15484656
1982-12-31,1982,0.00682286983656955,-0.0219223251949718,68997.1231419266,3860.5121245996,15939742
1983-12-31,1983,-0.0561698886320663,-0.0776565001940626,65121.5624191116,3560.71826404645,16311069
